"","category","GO.ID","Term","Annotated","Significant","Expected","Rank in Fisher.classic","Fisher.elim","Fisher.classic","gene_ratio","genes"
"215","CC","GO:0031226","intrinsic component of plasma membrane",1418,4,1.21,29,0.0285,0.02849,0.00282087447108604,"Thy1, Nrg1, Slc4a3, Slc16a11"
"216","CC","GO:0032809","neuronal cell body membrane",35,1,0.03,30,0.0295,0.02948,0.0285714285714286,"Thy1"
"217","CC","GO:0044298","cell body membrane",37,1,0.03,32,0.0311,0.03114,0.027027027027027,"Thy1"
"218","CC","GO:0099512","supramolecular fiber",827,3,0.71,33,0.0312,0.03121,0.00362756952841596,"Cst3, Apoe, Krt12"
"219","CC","GO:0099081","supramolecular polymer",832,3,0.71,34,0.0317,0.0317,0.00360576923076923,"Cst3, Apoe, Krt12"
"220","CC","GO:0099080","supramolecular complex",833,3,0.71,35,0.0318,0.0318,0.00360144057623049,"Cst3, Apoe, Krt12"
"221","CC","GO:0005771","multivesicular body",39,1,0.03,36,0.0328,0.0328,0.0256410256410256,"Cst3"
"222","CC","GO:0032590","dendrite membrane",45,1,0.04,39,0.0378,0.03776,0.0222222222222222,"Thy1"
"223","CC","GO:0005783","endoplasmic reticulum",1617,4,1.38,41,0.0434,0.0434,0.00247371675943105,"Thy1, Cst3, Apoe, Slc16a11"
"224","CC","GO:0005635","nuclear envelope",399,2,0.34,42,0.0446,0.04458,0.0050125313283208,"Cst3, Apoe"
"225","CC","GO:0009986","cell surface",871,5,0.74,5,0.0457,0.00061,0.00574052812858783,"Thy1, Il12b, Robo2, Apoe, Nrg1"
"226","CC","GO:0005764","lysosome",409,2,0.35,43,0.0466,0.04662,0.00488997555012225,"Cst3, Apoe"
"227","CC","GO:0000323","lytic vacuole",410,2,0.35,44,0.0468,0.04682,0.0048780487804878,"Cst3, Apoe"
"228","CC","GO:0031012","extracellular matrix",447,2,0.38,45,0.0547,0.05466,0.00447427293064877,"Cst3, Apoe"
"229","CC","GO:0046658","anchored component of plasma membrane",66,1,0.06,46,0.0549,0.05492,0.0151515151515152,"Thy1"
"230","CC","GO:0005773","vacuole",502,2,0.43,47,0.0671,0.06711,0.00398406374501992,"Cst3, Apoe"
"231","CC","GO:0098978","glutamatergic synapse",506,2,0.43,48,0.0681,0.06805,0.00395256916996047,"Apoe, Nrg1"
"232","CC","GO:0005882","intermediate filament",83,1,0.07,49,0.0686,0.0686,0.0120481927710843,"Krt12"
"233","CC","GO:0031594","neuromuscular junction",93,1,0.08,52,0.0766,0.07656,0.010752688172043,"Nrg1"
"234","CC","GO:0098982","GABA-ergic synapse",103,1,0.09,54,0.0845,0.08445,0.00970873786407767,"Nrg1"
"235","CC","GO:0005604","basement membrane",106,1,0.09,55,0.0868,0.08681,0.00943396226415094,"Cst3"
"236","CC","GO:0005814","centriole",112,1,0.1,56,0.0915,0.0915,0.00892857142857143,"Pla2g3"
"237","CC","GO:0099513","polymeric cytoskeletal fiber",613,2,0.52,57,0.0948,0.0948,0.0032626427406199,"Apoe, Krt12"
"238","CC","GO:0045111","intermediate filament cytoskeleton",121,1,0.1,58,0.0985,0.09851,0.00826446280991736,"Krt12"
"239","CC","GO:0005794","Golgi apparatus",1338,3,1.14,59,0.1014,0.10136,0.00224215246636771,"Cst3, Apoe, Inpp4b"
"240","CC","GO:0005887","integral component of plasma membrane",1343,3,1.15,60,0.1022,0.10224,0.00223380491437081,"Nrg1, Slc4a3, Slc16a11"
"241","CC","GO:0044430","cytoskeletal part",1470,3,1.26,61,0.1255,0.1255,0.00204081632653061,"Apoe, Pla2g3, Krt12"
"242","CC","GO:0044450","microtubule organizing center part",161,1,0.14,62,0.129,0.12902,0.0062111801242236,"Pla2g3"
"243","CC","GO:0031225","anchored component of membrane",167,1,0.14,63,0.1335,0.13351,0.00598802395209581,"Thy1"
"244","CC","GO:0005681","spliceosomal complex",180,1,0.15,64,0.1432,0.14317,0.00555555555555556,"Srsf2"
"245","CC","GO:0019897","extrinsic component of plasma membrane",183,1,0.16,65,0.1454,0.14538,0.00546448087431694,"Apoe"
"246","CC","GO:0005768","endosome",811,2,0.69,66,0.1507,0.1507,0.00246609124537608,"Cst3, Apoe"
"247","CC","GO:0030426","growth cone",197,1,0.17,67,0.1556,0.15564,0.0050761421319797,"Thy1"
"248","CC","GO:0030427","site of polarized growth",201,1,0.17,68,0.1586,0.15856,0.00497512437810945,"Thy1"
"249","CC","GO:0043209","myelin sheath",210,1,0.18,69,0.1651,0.16507,0.00476190476190476,"Thy1"
"250","CC","GO:0043292","contractile fiber",222,1,0.19,70,0.1737,0.17369,0.0045045045045045,"Cst3"
"251","CC","GO:0012505","endomembrane system",3594,5,3.07,71,0.1777,0.17774,0.00139120756816917,"Thy1, Cst3, Apoe, Inpp4b, Slc16a11"
"252","CC","GO:0031965","nuclear membrane",230,1,0.2,72,0.1794,0.17938,0.00434782608695652,"Cst3"
"253","CC","GO:0044444","cytoplasmic part",7918,9,6.76,73,0.1888,0.18883,0.00113665066936095,"Thy1, Cst3, Apoe, Zfp46, Srsf2, Inpp4b, Hbb-bs, Pla2g3, Slc16a11"
"254","CC","GO:0005737","cytoplasm",10270,11,8.77,74,0.1933,0.19328,0.00107108081791626,"Thy1, Il12b, Cst3, Apoe, Zfp46, Srsf2, Nrg1, Inpp4b, Hbb-bs, Pla2g3, Slc16a11"
"255","CC","GO:0005769","early endosome",259,1,0.22,75,0.1997,0.19972,0.00386100386100386,"Apoe"
"256","CC","GO:0031967","organelle envelope",1001,2,0.85,76,0.2094,0.20941,0.001998001998002,"Cst3, Apoe"
"257","CC","GO:0031975","envelope",1002,2,0.86,77,0.2097,0.20973,0.00199600798403194,"Cst3, Apoe"
"258","CC","GO:0044445","cytosolic part",276,1,0.24,78,0.2114,0.21143,0.0036231884057971,"Hbb-bs"
"259","CC","GO:0016324","apical plasma membrane",301,1,0.26,79,0.2283,0.22835,0.00332225913621262,"Thy1"
"260","CC","GO:0019898","extrinsic component of membrane",307,1,0.26,80,0.2324,0.23236,0.00325732899022801,"Apoe"
"261","CC","GO:0016607","nuclear speck",308,1,0.26,81,0.233,0.23303,0.00324675324675325,"Srsf2"
"262","CC","GO:0005856","cytoskeleton",2011,3,1.72,82,0.2426,0.24258,0.00149179512680259,"Apoe, Pla2g3, Krt12"
"263","CC","GO:0015630","microtubule cytoskeleton",1111,2,0.95,83,0.2447,0.24466,0.0018001800180018,"Apoe, Pla2g3"
"264","CC","GO:0062023","collagen-containing extracellular matrix",341,1,0.29,84,0.2547,0.25472,0.00293255131964809,"Cst3"
"265","CC","GO:0043005","neuron projection",1455,5,1.24,13,0.2625,0.00593,0.00343642611683849,"Thy1, Cst3, Robo2, Apoe, Nrg1"
"266","CC","GO:0045121","membrane raft",359,1,0.31,85,0.2663,0.2663,0.00278551532033426,"Thy1"
"267","CC","GO:0098857","membrane microdomain",360,1,0.31,86,0.2669,0.26694,0.00277777777777778,"Thy1"
"268","CC","GO:0150034","distal axon",361,1,0.31,87,0.2676,0.26758,0.00277008310249307,"Thy1"
"269","CC","GO:0005829","cytosol",3131,4,2.67,90,0.2725,0.27249,0.00127754710954966,"Thy1, Zfp46, Srsf2, Hbb-bs"
"270","CC","GO:0098589","membrane region",371,1,0.32,91,0.2739,0.27393,0.00269541778975741,"Thy1"
"271","CC","GO:0045177","apical part of cell",397,1,0.34,92,0.2902,0.29021,0.00251889168765743,"Thy1"
"272","CC","GO:0005874","microtubule",409,1,0.35,93,0.2976,0.29761,0.00244498777506112,"Apoe"
"273","CC","GO:0045202","synapse",1361,2,1.16,94,0.3258,0.3258,0.0014695077149155,"Apoe, Nrg1"
"274","CC","GO:0044446","intracellular organelle part",6756,7,5.77,95,0.3446,0.34456,0.00103611604499704,"Cst3, Apoe, Zfp46, Srsf2, Pla2g3, Slc16a11, Krt12"
"275","CC","GO:0005789","endoplasmic reticulum membrane",494,1,0.42,96,0.348,0.34798,0.00202429149797571,"Slc16a11"
"276","CC","GO:0098827","endoplasmic reticulum subcompartment",508,1,0.43,98,0.3559,0.35594,0.00196850393700787,"Slc16a11"
"277","CC","GO:0042175","nuclear outer membrane-endoplasmic retic...",518,1,0.44,99,0.3616,0.36157,0.00193050193050193,"Slc16a11"
"278","CC","GO:0044424","intracellular part",12660,12,10.81,100,0.3677,0.36766,0.000947867298578199,"Thy1, Il12b, Cst3, Apoe, Zfp46, Srsf2, Nrg1, Inpp4b, Hbb-bs, Pla2g3, Slc16a11, Krt12"
"279","CC","GO:0005622","intracellular",12690,12,10.84,101,0.3729,0.37286,0.000945626477541371,"Thy1, Il12b, Cst3, Apoe, Zfp46, Srsf2, Nrg1, Inpp4b, Hbb-bs, Pla2g3, Slc16a11, Krt12"
"280","CC","GO:0030424","axon",691,4,0.59,7,0.3775,0.00234,0.00578871201157742,"Thy1, Cst3, Robo2, Nrg1"
"281","CC","GO:0044428","nuclear part",3701,4,3.16,102,0.392,0.39195,0.00108078897595245,"Cst3, Apoe, Zfp46, Srsf2"
"282","CC","GO:0044422","organelle part",7102,7,6.06,103,0.4038,0.40382,0.000985637848493382,"Cst3, Apoe, Zfp46, Srsf2, Pla2g3, Slc16a11, Krt12"
"283","CC","GO:0044432","endoplasmic reticulum part",603,1,0.51,104,0.4076,0.40761,0.00165837479270315,"Slc16a11"
"284","CC","GO:0031224","intrinsic component of membrane",4924,5,4.2,105,0.4162,0.4162,0.00101543460601137,"Thy1, Robo2, Nrg1, Slc4a3, Slc16a11"
"285","CC","GO:0048471","perinuclear region of cytoplasm",632,1,0.54,107,0.4226,0.4226,0.00158227848101266,"Cst3"
"286","CC","GO:0016604","nuclear body",640,1,0.55,108,0.4267,0.42667,0.0015625,"Srsf2"
"287","CC","GO:0043232","intracellular non-membrane-bounded organ...",3882,4,3.31,109,0.4306,0.4306,0.00103039670273055,"Cst3, Apoe, Pla2g3, Krt12"
"288","CC","GO:0044459","plasma membrane part",2601,6,2.22,18,0.4318,0.0164,0.00230680507497117,"Thy1, Robo2, Apoe, Nrg1, Slc4a3, Slc16a11"
"289","CC","GO:0005815","microtubule organizing center",653,1,0.56,110,0.4332,0.43323,0.00153139356814701,"Pla2g3"
"290","CC","GO:0032991","protein-containing complex",5015,5,4.28,111,0.4339,0.4339,0.000997008973080758,"Il12b, Rad51ap2, Apoe, Srsf2, Hbb-bs"
"291","CC","GO:0043228","non-membrane-bounded organelle",3901,4,3.33,112,0.4347,0.43465,0.00102537810817739,"Cst3, Apoe, Pla2g3, Krt12"
"292","CC","GO:0031410","cytoplasmic vesicle",1722,2,1.47,113,0.4399,0.43992,0.00116144018583043,"Cst3, Apoe"
"293","CC","GO:0097708","intracellular vesicle",1727,2,1.47,114,0.4414,0.44145,0.00115807759119861,"Cst3, Apoe"
"294","CC","GO:0120025","plasma membrane bounded cell projection",2167,5,1.85,31,0.4491,0.03015,0.00230733733271804,"Thy1, Cst3, Robo2, Apoe, Nrg1"
"295","CC","GO:0031982","vesicle",1841,2,1.57,115,0.4757,0.47571,0.00108636610537751,"Cst3, Apoe"
"296","CC","GO:0044464","cell part",14550,14,12.42,88,0.4815,0.27159,0.000962199312714777,"Thy1, Il12b, Cst3, Robo2, Apoe, Zfp46, Srsf2, Nrg1, Inpp4b, Hbb-bs, Pla2g3, Slc4a3, Slc16a11, Krt12"
"297","CC","GO:0005623","cell",14552,14,12.43,89,0.4819,0.27193,0.000962067069818582,"Thy1, Il12b, Cst3, Robo2, Apoe, Zfp46, Srsf2, Nrg1, Inpp4b, Hbb-bs, Pla2g3, Slc4a3, Slc16a11, Krt12"
"298","CC","GO:0042995","cell projection",2360,5,2.02,40,0.4964,0.04177,0.00211864406779661,"Thy1, Cst3, Robo2, Apoe, Nrg1"
"299","CC","GO:0043229","intracellular organelle",11130,10,9.5,116,0.5074,0.50738,0.000898472596585804,"Thy1, Cst3, Apoe, Zfp46, Srsf2, Nrg1, Inpp4b, Pla2g3, Slc16a11, Krt12"
"300","CC","GO:1990904","ribonucleoprotein complex",846,1,0.72,117,0.5227,0.52267,0.00118203309692671,"Srsf2"
