id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	rank	Astrocytes|Astrocytes	Astrocytes|CA1	Astrocytes|CA2_3	Astrocytes|Cajal	Astrocytes|Choroid	Astrocytes|Dentate_Gyrus	Astrocytes|Fibroblast	Astrocytes|Inhibitory_Neurons	Astrocytes|MFOL	Astrocytes|MOL	Astrocytes|Macrophage	Astrocytes|Microglia	Astrocytes|NFOL	Astrocytes|OPC	Astrocytes|Pericyte	Astrocytes|Unidentified_Neurons	Astrocytes|VLMC	Astrocytes|Vascular	Astrocytes|subiculum	CA1|Astrocytes	CA1|CA1	CA1|CA2_3	CA1|Cajal	CA1|Choroid	CA1|Dentate_Gyrus	CA1|Fibroblast	CA1|Inhibitory_Neurons	CA1|MFOL	CA1|MOL	CA1|Macrophage	CA1|Microglia	CA1|NFOL	CA1|OPC	CA1|Pericyte	CA1|Unidentified_Neurons	CA1|VLMC	CA1|Vascular	CA1|subiculum	CA2_3|Astrocytes	CA2_3|CA1	CA2_3|CA2_3	CA2_3|Cajal	CA2_3|Choroid	CA2_3|Dentate_Gyrus	CA2_3|Fibroblast	CA2_3|Inhibitory_Neurons	CA2_3|MFOL	CA2_3|MOL	CA2_3|Macrophage	CA2_3|Microglia	CA2_3|NFOL	CA2_3|OPC	CA2_3|Pericyte	CA2_3|Unidentified_Neurons	CA2_3|VLMC	CA2_3|Vascular	CA2_3|subiculum	Cajal|Astrocytes	Cajal|CA1	Cajal|CA2_3	Cajal|Cajal	Cajal|Choroid	Cajal|Dentate_Gyrus	Cajal|Fibroblast	Cajal|Inhibitory_Neurons	Cajal|MFOL	Cajal|MOL	Cajal|Macrophage	Cajal|Microglia	Cajal|NFOL	Cajal|OPC	Cajal|Pericyte	Cajal|Unidentified_Neurons	Cajal|VLMC	Cajal|Vascular	Cajal|subiculum	Choroid|Astrocytes	Choroid|CA1	Choroid|CA2_3	Choroid|Cajal	Choroid|Choroid	Choroid|Dentate_Gyrus	Choroid|Fibroblast	Choroid|Inhibitory_Neurons	Choroid|MFOL	Choroid|MOL	Choroid|Macrophage	Choroid|Microglia	Choroid|NFOL	Choroid|OPC	Choroid|Pericyte	Choroid|Unidentified_Neurons	Choroid|VLMC	Choroid|Vascular	Choroid|subiculum	Dentate_Gyrus|Astrocytes	Dentate_Gyrus|CA1	Dentate_Gyrus|CA2_3	Dentate_Gyrus|Cajal	Dentate_Gyrus|Choroid	Dentate_Gyrus|Dentate_Gyrus	Dentate_Gyrus|Fibroblast	Dentate_Gyrus|Inhibitory_Neurons	Dentate_Gyrus|MFOL	Dentate_Gyrus|MOL	Dentate_Gyrus|Macrophage	Dentate_Gyrus|Microglia	Dentate_Gyrus|NFOL	Dentate_Gyrus|OPC	Dentate_Gyrus|Pericyte	Dentate_Gyrus|Unidentified_Neurons	Dentate_Gyrus|VLMC	Dentate_Gyrus|Vascular	Dentate_Gyrus|subiculum	Fibroblast|Astrocytes	Fibroblast|CA1	Fibroblast|CA2_3	Fibroblast|Cajal	Fibroblast|Choroid	Fibroblast|Dentate_Gyrus	Fibroblast|Fibroblast	Fibroblast|Inhibitory_Neurons	Fibroblast|MFOL	Fibroblast|MOL	Fibroblast|Macrophage	Fibroblast|Microglia	Fibroblast|NFOL	Fibroblast|OPC	Fibroblast|Pericyte	Fibroblast|Unidentified_Neurons	Fibroblast|VLMC	Fibroblast|Vascular	Fibroblast|subiculum	Inhibitory_Neurons|Astrocytes	Inhibitory_Neurons|CA1	Inhibitory_Neurons|CA2_3	Inhibitory_Neurons|Cajal	Inhibitory_Neurons|Choroid	Inhibitory_Neurons|Dentate_Gyrus	Inhibitory_Neurons|Fibroblast	Inhibitory_Neurons|Inhibitory_Neurons	Inhibitory_Neurons|MFOL	Inhibitory_Neurons|MOL	Inhibitory_Neurons|Macrophage	Inhibitory_Neurons|Microglia	Inhibitory_Neurons|NFOL	Inhibitory_Neurons|OPC	Inhibitory_Neurons|Pericyte	Inhibitory_Neurons|Unidentified_Neurons	Inhibitory_Neurons|VLMC	Inhibitory_Neurons|Vascular	Inhibitory_Neurons|subiculum	MFOL|Astrocytes	MFOL|CA1	MFOL|CA2_3	MFOL|Cajal	MFOL|Choroid	MFOL|Dentate_Gyrus	MFOL|Fibroblast	MFOL|Inhibitory_Neurons	MFOL|MFOL	MFOL|MOL	MFOL|Macrophage	MFOL|Microglia	MFOL|NFOL	MFOL|OPC	MFOL|Pericyte	MFOL|Unidentified_Neurons	MFOL|VLMC	MFOL|Vascular	MFOL|subiculum	MOL|Astrocytes	MOL|CA1	MOL|CA2_3	MOL|Cajal	MOL|Choroid	MOL|Dentate_Gyrus	MOL|Fibroblast	MOL|Inhibitory_Neurons	MOL|MFOL	MOL|MOL	MOL|Macrophage	MOL|Microglia	MOL|NFOL	MOL|OPC	MOL|Pericyte	MOL|Unidentified_Neurons	MOL|VLMC	MOL|Vascular	MOL|subiculum	Macrophage|Astrocytes	Macrophage|CA1	Macrophage|CA2_3	Macrophage|Cajal	Macrophage|Choroid	Macrophage|Dentate_Gyrus	Macrophage|Fibroblast	Macrophage|Inhibitory_Neurons	Macrophage|MFOL	Macrophage|MOL	Macrophage|Macrophage	Macrophage|Microglia	Macrophage|NFOL	Macrophage|OPC	Macrophage|Pericyte	Macrophage|Unidentified_Neurons	Macrophage|VLMC	Macrophage|Vascular	Macrophage|subiculum	Microglia|Astrocytes	Microglia|CA1	Microglia|CA2_3	Microglia|Cajal	Microglia|Choroid	Microglia|Dentate_Gyrus	Microglia|Fibroblast	Microglia|Inhibitory_Neurons	Microglia|MFOL	Microglia|MOL	Microglia|Macrophage	Microglia|Microglia	Microglia|NFOL	Microglia|OPC	Microglia|Pericyte	Microglia|Unidentified_Neurons	Microglia|VLMC	Microglia|Vascular	Microglia|subiculum	NFOL|Astrocytes	NFOL|CA1	NFOL|CA2_3	NFOL|Cajal	NFOL|Choroid	NFOL|Dentate_Gyrus	NFOL|Fibroblast	NFOL|Inhibitory_Neurons	NFOL|MFOL	NFOL|MOL	NFOL|Macrophage	NFOL|Microglia	NFOL|NFOL	NFOL|OPC	NFOL|Pericyte	NFOL|Unidentified_Neurons	NFOL|VLMC	NFOL|Vascular	NFOL|subiculum	OPC|Astrocytes	OPC|CA1	OPC|CA2_3	OPC|Cajal	OPC|Choroid	OPC|Dentate_Gyrus	OPC|Fibroblast	OPC|Inhibitory_Neurons	OPC|MFOL	OPC|MOL	OPC|Macrophage	OPC|Microglia	OPC|NFOL	OPC|OPC	OPC|Pericyte	OPC|Unidentified_Neurons	OPC|VLMC	OPC|Vascular	OPC|subiculum	Pericyte|Astrocytes	Pericyte|CA1	Pericyte|CA2_3	Pericyte|Cajal	Pericyte|Choroid	Pericyte|Dentate_Gyrus	Pericyte|Fibroblast	Pericyte|Inhibitory_Neurons	Pericyte|MFOL	Pericyte|MOL	Pericyte|Macrophage	Pericyte|Microglia	Pericyte|NFOL	Pericyte|OPC	Pericyte|Pericyte	Pericyte|Unidentified_Neurons	Pericyte|VLMC	Pericyte|Vascular	Pericyte|subiculum	Unidentified_Neurons|Astrocytes	Unidentified_Neurons|CA1	Unidentified_Neurons|CA2_3	Unidentified_Neurons|Cajal	Unidentified_Neurons|Choroid	Unidentified_Neurons|Dentate_Gyrus	Unidentified_Neurons|Fibroblast	Unidentified_Neurons|Inhibitory_Neurons	Unidentified_Neurons|MFOL	Unidentified_Neurons|MOL	Unidentified_Neurons|Macrophage	Unidentified_Neurons|Microglia	Unidentified_Neurons|NFOL	Unidentified_Neurons|OPC	Unidentified_Neurons|Pericyte	Unidentified_Neurons|Unidentified_Neurons	Unidentified_Neurons|VLMC	Unidentified_Neurons|Vascular	Unidentified_Neurons|subiculum	VLMC|Astrocytes	VLMC|CA1	VLMC|CA2_3	VLMC|Cajal	VLMC|Choroid	VLMC|Dentate_Gyrus	VLMC|Fibroblast	VLMC|Inhibitory_Neurons	VLMC|MFOL	VLMC|MOL	VLMC|Macrophage	VLMC|Microglia	VLMC|NFOL	VLMC|OPC	VLMC|Pericyte	VLMC|Unidentified_Neurons	VLMC|VLMC	VLMC|Vascular	VLMC|subiculum	Vascular|Astrocytes	Vascular|CA1	Vascular|CA2_3	Vascular|Cajal	Vascular|Choroid	Vascular|Dentate_Gyrus	Vascular|Fibroblast	Vascular|Inhibitory_Neurons	Vascular|MFOL	Vascular|MOL	Vascular|Macrophage	Vascular|Microglia	Vascular|NFOL	Vascular|OPC	Vascular|Pericyte	Vascular|Unidentified_Neurons	Vascular|VLMC	Vascular|Vascular	Vascular|subiculum	subiculum|Astrocytes	subiculum|CA1	subiculum|CA2_3	subiculum|Cajal	subiculum|Choroid	subiculum|Dentate_Gyrus	subiculum|Fibroblast	subiculum|Inhibitory_Neurons	subiculum|MFOL	subiculum|MOL	subiculum|Macrophage	subiculum|Microglia	subiculum|NFOL	subiculum|OPC	subiculum|Pericyte	subiculum|Unidentified_Neurons	subiculum|VLMC	subiculum|Vascular	subiculum|subiculum
CPI-SC0EFCE145F	OMD_aVb3 complex	simple:Q99983	complex:aVb3 complex	ENSG00000127083		True	False	False	curated	True	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC04F2478E9	FN1_a3b1 complex	simple:P02751	complex:a3b1 complex	ENSG00000115414		True	False	False	curated	True	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC02BFEEC8A	THBS1_a3b1 complex	simple:P07996	complex:a3b1 complex	ENSG00000137801		False	False	False	curated	True	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0ED0520DD	LAMA3_a3b1 complex	simple:Q16787	complex:a3b1 complex	ENSG00000053747		True	False	False	curated	True	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC09938698A	CSPG4_a3b1 complex	simple:Q6UVK1	complex:a3b1 complex	ENSG00000173546		False	False	False	curated	True	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0BC542ACC	TNC_a4b1 complex	simple:P24821	complex:a4b1 complex	ENSG00000041982		True	False	False	curated	True	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0E9C058EB	PLAUR_a4b1 complex	simple:Q03405	complex:a4b1 complex	ENSG00000011422		True	True	False	curated	True	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0B4D7E0FF	FN1_a4b7 complex	simple:P02751	complex:a4b7 complex	ENSG00000115414		True	False	False	curated	True	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC08E97F7CA	VCAM1_a4b7 complex	simple:P19320	complex:a4b7 complex	ENSG00000162692		False	False	False	curated	True	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC098B43B5A	MADCAM1_a4b7 complex	simple:Q13477	complex:a4b7 complex	ENSG00000099866		False	False	False	curated	True	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC08B2AD7C6	FN1_a5b1 complex	simple:P02751	complex:a5b1 complex	ENSG00000115414		True	False	False	curated	True	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0C8B4C056	CD40LG_a5b1 complex	simple:P29965	complex:a5b1 complex	ENSG00000102245		True	False	False	curated	True	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0592EC3D0	L1CAM_a5b1 complex	simple:P32004	complex:a5b1 complex	ENSG00000198910		False	False	False	curated	True	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC00756BB93	THY1_aVb3 complex	simple:P04216	complex:aVb3 complex	ENSG00000154096		False	False	False	curated	True	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0E2D0DC4B	FGF1_aVb3 complex	simple:P05230	complex:aVb3 complex	ENSG00000113578		True	False	False	curated	True	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0988E0218	SPP1_aVb3 complex	simple:P10451	complex:aVb3 complex	ENSG00000118785		True	False	False	curated	True	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC044E3F9B6	FGF2_aVb3 complex	simple:P09038	complex:aVb3 complex	ENSG00000138685		True	False	False	curated	True	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC083EDDA21	COL28A1_a2b1 complex	simple:Q2UY09	complex:a2b1 complex	ENSG00000215018		True	False	False	curated	True	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0CCF30377	COL13A1_a2b1 complex	simple:Q5TAT6	complex:a2b1 complex	ENSG00000197467		False	False	False	curated	True	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0CE6F5084	COL27A1_a2b1 complex	simple:Q8IZC6	complex:a2b1 complex	ENSG00000196739		True	False	False	curated	True	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0AD6D8724	COL26A1_a2b1 complex	simple:Q96A83	complex:a2b1 complex	ENSG00000160963		True	False	False	curated	True	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0F300DE24	COL12A1_a2b1 complex	simple:Q99715	complex:a2b1 complex	ENSG00000111799		True	False	False	curated	True	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC00064A9CE	COL20A1_a2b1 complex	simple:Q9P218	complex:a2b1 complex	ENSG00000101203		True	False	False	curated	True	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC06873D10F	COL17A1_a2b1 complex	simple:Q9UMD9	complex:a2b1 complex	ENSG00000065618		True	False	False	curated	True	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0E3784FFB	LAMC1_a2b1 complex	simple:P11047	complex:a2b1 complex	ENSG00000135862		True	False	False	curated	True	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0D9B795CC	CDH1_a2b1 complex	simple:P12830	complex:a2b1 complex	ENSG00000039068		False	False	False	curated	True	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC08226CD3B	COL9A2_a2b1 complex	simple:Q14055	complex:a2b1 complex	ENSG00000049089		True	False	False	curated	True	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC08B6B74FB	FN1_a2Bb3 complex	simple:P02751	complex:a2Bb3 complex	ENSG00000115414		True	False	False	curated	True	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC04FDBA606	PLG_a2Bb3 complex	simple:P00747	complex:a2Bb3 complex	ENSG00000122194		True	False	False	curated	True	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC08067D831	VTN_a2Bb3 complex	simple:P04004	complex:a2Bb3 complex	ENSG00000109072		True	False	False	curated	True	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0200AC9E3	THBS1_a2Bb3 complex	simple:P07996	complex:a2Bb3 complex	ENSG00000137801		False	False	False	curated	True	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0974B60B7	CD40LG_a2Bb3 complex	simple:P29965	complex:a2Bb3 complex	ENSG00000102245		True	False	False	curated	True	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC090855C8E	FN1_aVb3 complex	simple:P02751	complex:aVb3 complex	ENSG00000115414		True	False	False	curated	True	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0B9199C7F	LAMC1_aVb3 complex	simple:P11047	complex:aVb3 complex	ENSG00000135862		True	False	False	curated	True	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0EC380922	F2_aVb3 complex	simple:P00734	complex:aVb3 complex	ENSG00000180210		True	False	False	curated	True	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0530C27A8	VTN_aVb3 complex	simple:P04004	complex:aVb3 complex	ENSG00000109072		True	False	False	curated	True	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0755598EE	THBS1_aVb3 complex	simple:P07996	complex:aVb3 complex	ENSG00000137801		False	False	False	curated	True	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0BAB29E69	F2_a2Bb3 complex	simple:P00734	complex:a2Bb3 complex	ENSG00000180210		True	False	False	curated	True	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS01963C4CA	TG_ASGR1	simple:P01266	simple:P07306	ENSG00000042832	ENSG00000141505	True	False	True	I2D	False	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS0A7B487D4	KLRG2_WNT11	simple:A4D1S0	simple:O96014	ENSG00000188883	ENSG00000085741	True	True	False	InnateDB-All	False	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS0577408A3	CGA_FSHR	simple:P01215	simple:P23945	ENSG00000135346	ENSG00000170820	True	False	True	I2D,InnateDB-All	False	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS07D9A48A2	LTA_TNFRSF1B	simple:P01374	simple:P20333	ENSG00000173503	ENSG00000028137	True	False	True	curated	False	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS048A2311A	TNF_RIPK1	simple:P01375	simple:Q13546	ENSG00000206439	ENSG00000137275	True	False	True	I2D,IMEx,InnateDB,InnateDB-All,IntAct,MINT	False	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS0D5C54214	LTA_RIPK1	simple:P01374	simple:Q13546	ENSG00000173503	ENSG00000137275	True	False	True	IMEx,InnateDB-All,MINT	False	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS0DEDA3567	TNFSF10_RIPK1	simple:P50591	simple:Q13546	ENSG00000121858	ENSG00000137275	True	False	True	InnateDB-All	False	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS0FBC9234C	TNF_PTPRS	simple:P01375	simple:Q13332	ENSG00000206439	ENSG00000105426	True	False	True	InnateDB-All	False	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS034B442CE	TNF_CELSR2	simple:P01375	simple:Q9HCU4	ENSG00000206439	ENSG00000143126	True	False	True	InnateDB-All	False	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS05E4B1EBC	INS_INSR	simple:P01308	simple:P06213	ENSG00000254647	ENSG00000171105	True	False	True	curated	False	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS0EA96C304	CCK_CCKAR	simple:P06307	simple:P32238	ENSG00000187094	ENSG00000163394	True	False	True	guidetopharmacology.org	False	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS003610FF9	CXCR3_CCL19	simple:P49682	simple:Q99731	ENSG00000186810	ENSG00000172724	True	True	False	guidetopharmacology.org	False	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS056BE1011	CCRL2_CCL19	simple:O00421	simple:Q99731	ENSG00000121797	ENSG00000172724	True	True	False	guidetopharmacology.org	False	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS0F8C664D9	CXCR3_CCL20	simple:P49682	simple:P78556	ENSG00000186810	ENSG00000115009	True	True	False	guidetopharmacology.org	False	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS07F015051	CCR6_CCL20	simple:P51684	simple:P78556	ENSG00000112486	ENSG00000115009	True	True	False	curated	False	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS0FAF4BB9E	DPP4_CCL11	simple:P27487	simple:P51671	ENSG00000197635	ENSG00000172156	True	True	False	curated	False	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS08E13FAF2	ACKR2_CCL11	simple:O00590	simple:P51671	ENSG00000144648	ENSG00000172156	True	True	False	curated	False	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS0DD547726	CCR2_CCL11	simple:P41597	simple:P51671	ENSG00000121807	ENSG00000172156	True	True	False	guidetopharmacology.org	False	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS0AA47D179	TNFRSF13B_CD70	simple:O14836	simple:P32970	ENSG00000240505	ENSG00000125726	True	True	False	InnateDB-All	False	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS0D4BF6CA3	CD27_CD70	simple:P26842	simple:P32970	ENSG00000139193	ENSG00000125726	True	True	False	curated	False	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS083296041	CD40_CD40LG	simple:P25942	simple:P29965	ENSG00000101017	ENSG00000102245	True	True	False	curated	False	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS09F430F14	NGFR_IL2	simple:P08138	simple:P60568	ENSG00000064300	ENSG00000109471	True	True	False	I2D	False	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS0A93C11C8	NGFR_BDNF	simple:P08138	simple:P23560	ENSG00000064300	ENSG00000176697	True	True	False	curated	False	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS0BA3A1C3A	NGFR_NTF4	simple:P08138	simple:P34130	ENSG00000064300	ENSG00000225950	True	True	False	curated	False	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS0E7D5974D	TNF_TNFRSF1B	simple:P01375	simple:P20333	ENSG00000206439	ENSG00000028137	True	False	True	curated	False	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS08B7D54A3	TNF_FAS	simple:P01375	simple:P25445	ENSG00000206439	ENSG00000026103	True	False	True	InnateDB-All	False	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS084BE3E4B	LTA_TNFRSF1A	simple:P01374	simple:P19438	ENSG00000173503	ENSG00000067182	True	False	True	curated	False	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS04B4619D0	TNF_TNFRSF1A	simple:P01375	simple:P19438	ENSG00000206439	ENSG00000067182	True	False	True	curated	False	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS008F83E02	CCL4_GPRC5D	simple:P13236	simple:Q9NZD1	ENSG00000275824	ENSG00000111291	True	False	True	IMEx,IntAct	False	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS0A3569604	IGF2_IDE	simple:P01344	simple:P14735	ENSG00000167244	ENSG00000119912	True	False	True	I2D,InnateDB-All	False	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS06908C6CC	INS_IDE	simple:P01308	simple:P14735	ENSG00000254647	ENSG00000119912	True	False	True	I2D,IMEx	False	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS076D8415B	CCL3_IDE	simple:P10147	simple:P14735	ENSG00000274221	ENSG00000119912	True	False	True	IMEx,InnateDB-All,MINT	False	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS01A29DD97	GCG_IDE	simple:P01275	simple:P14735	ENSG00000115263	ENSG00000119912	True	False	True	IMEx	False	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS0579FA162	IGF2_IGF1R	simple:P01344	simple:P08069	ENSG00000167244	ENSG00000140443	True	False	True	curated	False	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS042A6F835	IGF2_IGF2R	simple:P01344	simple:P11717	ENSG00000167244	ENSG00000197081	True	False	True	curated	False	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS088C1035B	NTF4_NTRK2	simple:P34130	simple:Q16620	ENSG00000225950	ENSG00000148053	True	False	True	I2D,IMEx,InnateDB-All,IntAct	False	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS04A8E4200	ADIPOQ_CD200R1	simple:Q15848	simple:Q8TD46	ENSG00000181092	ENSG00000163606	True	False	True	IMEx,IntAct	False	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS0518D683C	ADIPOQ_PROKR2	simple:Q15848	simple:Q8NFJ6	ENSG00000181092	ENSG00000101292	True	False	True	IMEx,IntAct	False	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS0C23EF34B	NCAM1_GDNF	simple:P13591	simple:P39905	ENSG00000149294	ENSG00000168621	True	True	False	I2D	False	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS04465565A	PROK1_PROKR2	simple:P58294	simple:Q8NFJ6	ENSG00000143125	ENSG00000101292	True	False	True	guidetopharmacology.org	False	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS0E292C126	KLRB1_CLEC2D	simple:Q12918	simple:Q9UHP7	ENSG00000111796	ENSG00000069493	False	True	True	curated	False	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS0471FCFF3	GAL_GPR151	simple:P22466	simple:Q8TDV0	ENSG00000069482	ENSG00000173250	True	False	True	I2D	False	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS0F8EFEECF	TNF_DAG1	simple:P01375	simple:Q14118	ENSG00000206439	ENSG00000173402	True	False	True	InnateDB-All	False	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS02EBC1BB0	TNF_NOTCH1	simple:P01375	simple:P46531	ENSG00000206439	ENSG00000148400	True	False	True	I2D	False	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS04A5D6B6F	DLL1_NOTCH1	simple:O00548	simple:P46531	ENSG00000275555	ENSG00000148400	False	False	True	curated	False	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS0B81F1BF5	TNF_SEMA4C	simple:P01375	simple:Q9C0C4	ENSG00000206439	ENSG00000168758	True	False	True	InnateDB-All	False	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS0AB21032D	PLXNB2_SEMA4C	simple:O15031	simple:Q9C0C4	ENSG00000196576	ENSG00000168758	False	True	True	curated	False	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS09C917D22	TNF_FLT4	simple:P01375	simple:P35916	ENSG00000206439	ENSG00000037280	True	False	True	InnateDB-All	False	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS0D883FFF1	VEGFD_FLT4	simple:O43915	simple:P35916	ENSG00000165197	ENSG00000037280	True	False	True	curated	False	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS03B8E2D7A	TNF_ICOS	simple:P01375	simple:Q9Y6W8	ENSG00000206439	ENSG00000163600	True	False	True	InnateDB-All	False	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS06E42DB13	ADIPOQ_CLEC2D	simple:Q15848	simple:Q9UHP7	ENSG00000181092	ENSG00000069493	True	False	True	IMEx,IntAct	False	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS027CDEA08	NOTCH2_DLL4	simple:Q04721	simple:Q9NR61	ENSG00000134250	ENSG00000128917	False	True	False	curated	False	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS012B7C21D	NOTCH1_DLL4	simple:P46531	simple:Q9NR61	ENSG00000148400	ENSG00000128917	False	True	False	curated	False	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS003C9A532	NOTCH2_DLL3	simple:Q04721	simple:Q9NYJ7	ENSG00000134250	ENSG00000090932	False	True	False	curated	False	1.377																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS006FB5198	GCG_DPP4	simple:P01275	simple:P27487	ENSG00000115263	ENSG00000197635	True	False	True	InnateDB-All,MINT	False	1.377																																																																																																																																																																																																																																																																																																																																																																									
