MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:1928487	Stk3	serine/threonine kinase 3	15		negative regulation of canonical Wnt signaling pathway			ISO	Q13188 	J:164563 	
MGI:1929004	Stk4	serine/threonine kinase 4	2		negative regulation of canonical Wnt signaling pathway	regulates a function/process that happens in liver,regulates a function/process that happens in hepatocyte		IGI	MGI:1928487 	J:156541 	
MGI:1929004	Stk4	serine/threonine kinase 4	2		negative regulation of canonical Wnt signaling pathway			ISO	Q13043 	J:164563 	
MGI:1341870	Stk11	serine/threonine kinase 11	10		negative regulation of canonical Wnt signaling pathway			ISO	Q15831 	J:164563 	
MGI:1341870	Stk11	serine/threonine kinase 11	10		negative regulation of canonical Wnt signaling pathway			ISS	Q15831 	J:263479 	
MGI:1923615	Tbx18	T-box18	9		negative regulation of canonical Wnt signaling pathway involved in neural plate anterior/posterior pattern formation			IDA		J:124772 	
MGI:1202879	Tcf7l2	transcription factor 7 like 2, T cell specific, HMG box	19		negative regulation of canonical Wnt signaling pathway			ISO	Q9NQB0 	J:164563 	
MGI:104636	Tle1	transducin-like enhancer of split 1	4		negative regulation of canonical Wnt signaling pathway			IBA	PTN000850324 	J:265628 	
MGI:104635	Tle2	transducin-like enhancer of split 2	10		negative regulation of canonical Wnt signaling pathway			IBA	PTN000850324 	J:265628 	
MGI:104635	Tle2	transducin-like enhancer of split 2	10		negative regulation of canonical Wnt signaling pathway			ISO	Q04725 	J:164563 	
MGI:104634	Tle3	transducin-like enhancer of split 3	9		negative regulation of canonical Wnt signaling pathway			IBA	PTN000850324 	J:265628 	
MGI:104633	Tle4	transducin-like enhancer of split 4	19		negative regulation of canonical Wnt signaling pathway			IBA	PTN000850324 	J:265628 	
MGI:95806	Tle5	TLE family member 5, transcriptional modulator	10		negative regulation of canonical Wnt signaling pathway			IBA	PTN000850324 	J:265628 	
MGI:95806	Tle5	TLE family member 5, transcriptional modulator	10		negative regulation of canonical Wnt signaling pathway			ISO	Q08117 	J:164563 	
MGI:2149593	Tle6	transducin-like enhancer of split 6	10		negative regulation of canonical Wnt signaling pathway			IBA	PTN000850324 	J:265628 	
MGI:5439433	Tle7	TLE family member 7	8		negative regulation of canonical Wnt signaling pathway			IBA	PTN000850324 	J:265628 	
MGI:2140359	Tmem64	transmembrane protein 64	4		negative regulation of canonical Wnt signaling pathway			IMP		J:221949 	
MGI:1914270	Tmem88	transmembrane protein 88	11		negative regulation of canonical Wnt signaling pathway			IBA	PTN002007899 	J:265628 	
MGI:1914270	Tmem88	transmembrane protein 88	11		negative regulation of canonical Wnt signaling pathway			ISO	Q6PEY1 	J:164563 	
MGI:2443399	Tmem131l	transmembrane 131 like	3		negative regulation of canonical Wnt signaling pathway			IBA	PTN000498725 	J:265628 	
MGI:2443399	Tmem131l	transmembrane 131 like	3		negative regulation of canonical Wnt signaling pathway			ISO	A2VDJ0 	J:164563 	
MGI:3647046	Tmem170b	transmembrane protein 170B	13		negative regulation of canonical Wnt signaling pathway			IBA	PTN002735717 	J:265628 	
MGI:3647046	Tmem170b	transmembrane protein 170B	13		negative regulation of canonical Wnt signaling pathway			ISO	Q5T4T1 	J:164563 	
MGI:2665790	Tnn	tenascin N	1		negative regulation of canonical Wnt signaling pathway involved in osteoblast differentiation			IDA		J:121509 	
MGI:1341264	Tpbg	trophoblast glycoprotein	9		negative regulation of canonical Wnt signaling pathway			IBA	PTN001222637 	J:265628 	
MGI:3646425	Tpbgl	trophoblast glycoprotein-like	7		negative regulation of canonical Wnt signaling pathway			IBA	PTN001222637 	J:265628 	
MGI:1916139	Ubac2	ubiquitin associated domain containing 2	14		negative regulation of canonical Wnt signaling pathway			IMP		J:274568 	
MGI:1916139	Ubac2	ubiquitin associated domain containing 2	14		negative regulation of canonical Wnt signaling pathway			ISO	Q8NBM4 	J:164563 	
MGI:98958	Wnt5a	wingless-type MMTV integration site family, member 5A	14	NOT	negative regulation of canonical Wnt signaling pathway			IDA		J:227392 	
MGI:98958	Wnt5a	wingless-type MMTV integration site family, member 5A	14		negative regulation of canonical Wnt signaling pathway			IDA		J:120773 J:162983 J:219051 	
MGI:98958	Wnt5a	wingless-type MMTV integration site family, member 5A	14		negative regulation of canonical Wnt signaling pathway			IGI	MGI:1347521 MGI:98956 	J:107727 	
MGI:98958	Wnt5a	wingless-type MMTV integration site family, member 5A	14		negative regulation of canonical Wnt signaling pathway			IGI	MGI:1888513 MGI:98956 	J:156508 	
MGI:98958	Wnt5a	wingless-type MMTV integration site family, member 5A	14		negative regulation of canonical Wnt signaling pathway			IGI	P27467 	J:120773 	
MGI:98958	Wnt5a	wingless-type MMTV integration site family, member 5A	14		negative regulation of canonical Wnt signaling pathway	regulates a function/process that happens in limb		IMP		J:85368 	
MGI:98958	Wnt5a	wingless-type MMTV integration site family, member 5A	14		negative regulation of canonical Wnt signaling pathway	regulates a function/process that happens in thymus,regulates a function/process that happens in thymocyte		IMP		J:130359 	
MGI:98958	Wnt5a	wingless-type MMTV integration site family, member 5A	14		negative regulation of canonical Wnt signaling pathway			ISO	P41221 	J:73065 	
MGI:98958	Wnt5a	wingless-type MMTV integration site family, member 5A	14		positive regulation of heart induction by negative regulation of canonical Wnt signaling pathway			IGI	P48615 	J:184511 	
MGI:98959	Wnt5b	wingless-type MMTV integration site family, member 5B	6		negative regulation of canonical Wnt signaling pathway			IGI	MGI:98956 	J:97443 	
MGI:101948	Wnt11	wingless-type MMTV integration site family, member 11	7		negative regulation of canonical Wnt signaling pathway			IDA		J:130875 	
MGI:101948	Wnt11	wingless-type MMTV integration site family, member 11	7		negative regulation of canonical Wnt signaling pathway			ISO	O96014 	J:164563 	
MGI:101948	Wnt11	wingless-type MMTV integration site family, member 11	7		positive regulation of heart induction by negative regulation of canonical Wnt signaling pathway			IGI	P22725 	J:184511 	
MGI:1917649	Wwtr1	WW domain containing transcription regulator 1	3		negative regulation of canonical Wnt signaling pathway			ISO	Q9GZV5 	J:164563 	
MGI:3039616	Znrf3	zinc and ring finger 3	11		negative regulation of canonical Wnt signaling pathway			IBA	PTN002701098 	J:265628 	
MGI:3039616	Znrf3	zinc and ring finger 3	11		negative regulation of canonical Wnt signaling pathway			ISO	Q9ULT6 	J:164563 	

