id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	rank	Astrocytes|Astrocytes	Astrocytes|CA1	Astrocytes|CA2_3	Astrocytes|Cajal	Astrocytes|Choroid	Astrocytes|Dentate_Gyrus	Astrocytes|Fibroblast	Astrocytes|Inhibitory_Neurons	Astrocytes|MFOL	Astrocytes|MOL	Astrocytes|Macrophage	Astrocytes|Microglia	Astrocytes|NFOL	Astrocytes|OPC	Astrocytes|Pericyte	Astrocytes|Unidentified_Neurons	Astrocytes|VLMC	Astrocytes|Vascular	Astrocytes|subiculum	CA1|Astrocytes	CA1|CA1	CA1|CA2_3	CA1|Cajal	CA1|Choroid	CA1|Dentate_Gyrus	CA1|Fibroblast	CA1|Inhibitory_Neurons	CA1|MFOL	CA1|MOL	CA1|Macrophage	CA1|Microglia	CA1|NFOL	CA1|OPC	CA1|Pericyte	CA1|Unidentified_Neurons	CA1|VLMC	CA1|Vascular	CA1|subiculum	CA2_3|Astrocytes	CA2_3|CA1	CA2_3|CA2_3	CA2_3|Cajal	CA2_3|Choroid	CA2_3|Dentate_Gyrus	CA2_3|Fibroblast	CA2_3|Inhibitory_Neurons	CA2_3|MFOL	CA2_3|MOL	CA2_3|Macrophage	CA2_3|Microglia	CA2_3|NFOL	CA2_3|OPC	CA2_3|Pericyte	CA2_3|Unidentified_Neurons	CA2_3|VLMC	CA2_3|Vascular	CA2_3|subiculum	Cajal|Astrocytes	Cajal|CA1	Cajal|CA2_3	Cajal|Cajal	Cajal|Choroid	Cajal|Dentate_Gyrus	Cajal|Fibroblast	Cajal|Inhibitory_Neurons	Cajal|MFOL	Cajal|MOL	Cajal|Macrophage	Cajal|Microglia	Cajal|NFOL	Cajal|OPC	Cajal|Pericyte	Cajal|Unidentified_Neurons	Cajal|VLMC	Cajal|Vascular	Cajal|subiculum	Choroid|Astrocytes	Choroid|CA1	Choroid|CA2_3	Choroid|Cajal	Choroid|Choroid	Choroid|Dentate_Gyrus	Choroid|Fibroblast	Choroid|Inhibitory_Neurons	Choroid|MFOL	Choroid|MOL	Choroid|Macrophage	Choroid|Microglia	Choroid|NFOL	Choroid|OPC	Choroid|Pericyte	Choroid|Unidentified_Neurons	Choroid|VLMC	Choroid|Vascular	Choroid|subiculum	Dentate_Gyrus|Astrocytes	Dentate_Gyrus|CA1	Dentate_Gyrus|CA2_3	Dentate_Gyrus|Cajal	Dentate_Gyrus|Choroid	Dentate_Gyrus|Dentate_Gyrus	Dentate_Gyrus|Fibroblast	Dentate_Gyrus|Inhibitory_Neurons	Dentate_Gyrus|MFOL	Dentate_Gyrus|MOL	Dentate_Gyrus|Macrophage	Dentate_Gyrus|Microglia	Dentate_Gyrus|NFOL	Dentate_Gyrus|OPC	Dentate_Gyrus|Pericyte	Dentate_Gyrus|Unidentified_Neurons	Dentate_Gyrus|VLMC	Dentate_Gyrus|Vascular	Dentate_Gyrus|subiculum	Fibroblast|Astrocytes	Fibroblast|CA1	Fibroblast|CA2_3	Fibroblast|Cajal	Fibroblast|Choroid	Fibroblast|Dentate_Gyrus	Fibroblast|Fibroblast	Fibroblast|Inhibitory_Neurons	Fibroblast|MFOL	Fibroblast|MOL	Fibroblast|Macrophage	Fibroblast|Microglia	Fibroblast|NFOL	Fibroblast|OPC	Fibroblast|Pericyte	Fibroblast|Unidentified_Neurons	Fibroblast|VLMC	Fibroblast|Vascular	Fibroblast|subiculum	Inhibitory_Neurons|Astrocytes	Inhibitory_Neurons|CA1	Inhibitory_Neurons|CA2_3	Inhibitory_Neurons|Cajal	Inhibitory_Neurons|Choroid	Inhibitory_Neurons|Dentate_Gyrus	Inhibitory_Neurons|Fibroblast	Inhibitory_Neurons|Inhibitory_Neurons	Inhibitory_Neurons|MFOL	Inhibitory_Neurons|MOL	Inhibitory_Neurons|Macrophage	Inhibitory_Neurons|Microglia	Inhibitory_Neurons|NFOL	Inhibitory_Neurons|OPC	Inhibitory_Neurons|Pericyte	Inhibitory_Neurons|Unidentified_Neurons	Inhibitory_Neurons|VLMC	Inhibitory_Neurons|Vascular	Inhibitory_Neurons|subiculum	MFOL|Astrocytes	MFOL|CA1	MFOL|CA2_3	MFOL|Cajal	MFOL|Choroid	MFOL|Dentate_Gyrus	MFOL|Fibroblast	MFOL|Inhibitory_Neurons	MFOL|MFOL	MFOL|MOL	MFOL|Macrophage	MFOL|Microglia	MFOL|NFOL	MFOL|OPC	MFOL|Pericyte	MFOL|Unidentified_Neurons	MFOL|VLMC	MFOL|Vascular	MFOL|subiculum	MOL|Astrocytes	MOL|CA1	MOL|CA2_3	MOL|Cajal	MOL|Choroid	MOL|Dentate_Gyrus	MOL|Fibroblast	MOL|Inhibitory_Neurons	MOL|MFOL	MOL|MOL	MOL|Macrophage	MOL|Microglia	MOL|NFOL	MOL|OPC	MOL|Pericyte	MOL|Unidentified_Neurons	MOL|VLMC	MOL|Vascular	MOL|subiculum	Macrophage|Astrocytes	Macrophage|CA1	Macrophage|CA2_3	Macrophage|Cajal	Macrophage|Choroid	Macrophage|Dentate_Gyrus	Macrophage|Fibroblast	Macrophage|Inhibitory_Neurons	Macrophage|MFOL	Macrophage|MOL	Macrophage|Macrophage	Macrophage|Microglia	Macrophage|NFOL	Macrophage|OPC	Macrophage|Pericyte	Macrophage|Unidentified_Neurons	Macrophage|VLMC	Macrophage|Vascular	Macrophage|subiculum	Microglia|Astrocytes	Microglia|CA1	Microglia|CA2_3	Microglia|Cajal	Microglia|Choroid	Microglia|Dentate_Gyrus	Microglia|Fibroblast	Microglia|Inhibitory_Neurons	Microglia|MFOL	Microglia|MOL	Microglia|Macrophage	Microglia|Microglia	Microglia|NFOL	Microglia|OPC	Microglia|Pericyte	Microglia|Unidentified_Neurons	Microglia|VLMC	Microglia|Vascular	Microglia|subiculum	NFOL|Astrocytes	NFOL|CA1	NFOL|CA2_3	NFOL|Cajal	NFOL|Choroid	NFOL|Dentate_Gyrus	NFOL|Fibroblast	NFOL|Inhibitory_Neurons	NFOL|MFOL	NFOL|MOL	NFOL|Macrophage	NFOL|Microglia	NFOL|NFOL	NFOL|OPC	NFOL|Pericyte	NFOL|Unidentified_Neurons	NFOL|VLMC	NFOL|Vascular	NFOL|subiculum	OPC|Astrocytes	OPC|CA1	OPC|CA2_3	OPC|Cajal	OPC|Choroid	OPC|Dentate_Gyrus	OPC|Fibroblast	OPC|Inhibitory_Neurons	OPC|MFOL	OPC|MOL	OPC|Macrophage	OPC|Microglia	OPC|NFOL	OPC|OPC	OPC|Pericyte	OPC|Unidentified_Neurons	OPC|VLMC	OPC|Vascular	OPC|subiculum	Pericyte|Astrocytes	Pericyte|CA1	Pericyte|CA2_3	Pericyte|Cajal	Pericyte|Choroid	Pericyte|Dentate_Gyrus	Pericyte|Fibroblast	Pericyte|Inhibitory_Neurons	Pericyte|MFOL	Pericyte|MOL	Pericyte|Macrophage	Pericyte|Microglia	Pericyte|NFOL	Pericyte|OPC	Pericyte|Pericyte	Pericyte|Unidentified_Neurons	Pericyte|VLMC	Pericyte|Vascular	Pericyte|subiculum	Unidentified_Neurons|Astrocytes	Unidentified_Neurons|CA1	Unidentified_Neurons|CA2_3	Unidentified_Neurons|Cajal	Unidentified_Neurons|Choroid	Unidentified_Neurons|Dentate_Gyrus	Unidentified_Neurons|Fibroblast	Unidentified_Neurons|Inhibitory_Neurons	Unidentified_Neurons|MFOL	Unidentified_Neurons|MOL	Unidentified_Neurons|Macrophage	Unidentified_Neurons|Microglia	Unidentified_Neurons|NFOL	Unidentified_Neurons|OPC	Unidentified_Neurons|Pericyte	Unidentified_Neurons|Unidentified_Neurons	Unidentified_Neurons|VLMC	Unidentified_Neurons|Vascular	Unidentified_Neurons|subiculum	VLMC|Astrocytes	VLMC|CA1	VLMC|CA2_3	VLMC|Cajal	VLMC|Choroid	VLMC|Dentate_Gyrus	VLMC|Fibroblast	VLMC|Inhibitory_Neurons	VLMC|MFOL	VLMC|MOL	VLMC|Macrophage	VLMC|Microglia	VLMC|NFOL	VLMC|OPC	VLMC|Pericyte	VLMC|Unidentified_Neurons	VLMC|VLMC	VLMC|Vascular	VLMC|subiculum	Vascular|Astrocytes	Vascular|CA1	Vascular|CA2_3	Vascular|Cajal	Vascular|Choroid	Vascular|Dentate_Gyrus	Vascular|Fibroblast	Vascular|Inhibitory_Neurons	Vascular|MFOL	Vascular|MOL	Vascular|Macrophage	Vascular|Microglia	Vascular|NFOL	Vascular|OPC	Vascular|Pericyte	Vascular|Unidentified_Neurons	Vascular|VLMC	Vascular|Vascular	Vascular|subiculum	subiculum|Astrocytes	subiculum|CA1	subiculum|CA2_3	subiculum|Cajal	subiculum|Choroid	subiculum|Dentate_Gyrus	subiculum|Fibroblast	subiculum|Inhibitory_Neurons	subiculum|MFOL	subiculum|MOL	subiculum|Macrophage	subiculum|Microglia	subiculum|NFOL	subiculum|OPC	subiculum|Pericyte	subiculum|Unidentified_Neurons	subiculum|VLMC	subiculum|Vascular	subiculum|subiculum
CPI-SC087556B01	COL4A5_a10b1 complex	simple:P29400	complex:a10b1 complex	ENSG00000188153		True	False	False	curated	True	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC08E75294D	COL15A1_a10b1 complex	simple:P39059	complex:a10b1 complex	ENSG00000204291		True	False	False	curated	True	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0017F527E	COL18A1_a10b1 complex	simple:P39060	complex:a10b1 complex	ENSG00000182871		True	False	False	curated	True	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC00C0800EB	COL4A4_a10b1 complex	simple:P53420	complex:a10b1 complex	ENSG00000081052		True	False	False	curated	True	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0A3F146C2	COL4A3_a10b1 complex	simple:Q01955	complex:a10b1 complex	ENSG00000169031		True	False	False	curated	True	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC015980AEB	COL14A1_a10b1 complex	simple:Q05707	complex:a10b1 complex	ENSG00000187955		True	False	False	curated	True	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0F94B2CF9	COL16A1_a10b1 complex	simple:Q07092	complex:a10b1 complex	ENSG00000084636		True	False	False	curated	True	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0092846B0	COL5A1_a11b1 complex	simple:P20908	complex:a11b1 complex	ENSG00000130635		True	False	False	curated	True	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC05565E8CE	COL4A6_a10b1 complex	simple:Q14031	complex:a10b1 complex	ENSG00000197565		True	False	False	curated	True	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC09DFB2ACA	COL19A1_a10b1 complex	simple:Q14993	complex:a10b1 complex	ENSG00000082293		True	False	False	curated	True	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC05D8C0EF5	COL28A1_a10b1 complex	simple:Q2UY09	complex:a10b1 complex	ENSG00000215018		True	False	False	curated	True	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0725E3A76	COL13A1_a10b1 complex	simple:Q5TAT6	complex:a10b1 complex	ENSG00000197467		False	False	False	curated	True	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0C9CBDD21	COL27A1_a10b1 complex	simple:Q8IZC6	complex:a10b1 complex	ENSG00000196739		True	False	False	curated	True	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0147A8A42	COL26A1_a10b1 complex	simple:Q96A83	complex:a10b1 complex	ENSG00000160963		True	False	False	curated	True	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC02131C05A	COL12A1_a10b1 complex	simple:Q99715	complex:a10b1 complex	ENSG00000111799		True	False	False	curated	True	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0BF16A11C	COL20A1_a10b1 complex	simple:Q9P218	complex:a10b1 complex	ENSG00000101203		True	False	False	curated	True	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC067EE23E1	COL9A2_a10b1 complex	simple:Q14055	complex:a10b1 complex	ENSG00000049089		True	False	False	curated	True	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC03DD752AB	COL4A4_a2b1 complex	simple:P53420	complex:a2b1 complex	ENSG00000081052		True	False	False	curated	True	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-CS0E4E75E3B	BMPR1A_BMPR2_BMP2	complex:BMPR1A_BMPR2	simple:P12643		ENSG00000125845	True	True	False	curated	False	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-CS0A5400A6A	ACVR_1C2B receptor_INHBB	complex:ACVR_1C2B receptor	simple:P09529		ENSG00000163083	True	True	False	curated	False	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0247375A7	COL17A1_a11b1 complex	simple:Q9UMD9	complex:a11b1 complex	ENSG00000065618		True	False	False	curated	True	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0B808E56A	COL6A6_a1b1 complex	simple:A6NMZ7	complex:a1b1 complex	ENSG00000206384		True	False	False	curated	True	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC089D4762F	COL6A5_a1b1 complex	simple:A8TX70	complex:a1b1 complex	ENSG00000172752		True	False	False	curated	True	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-CS08A853007	BMR1B_AVR2B_BMP7	complex:BMR1B_AVR2B	simple:P18075		ENSG00000101144	True	True	False	curated	False	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-CS0C99F8D96	BMR1A_AVR2B_BMP7	complex:BMR1A_AVR2B	simple:P18075		ENSG00000101144	True	True	False	curated	False	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC016235D3A	COL2A1_a1b1 complex	simple:P02458	complex:a1b1 complex	ENSG00000139219		True	False	False	curated	True	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-CS0288D901D	ACVR_1A2B receptor_BMP7	complex:ACVR_1A2B receptor	simple:P18075		ENSG00000101144	True	True	False	curated	False	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0BC63F8C0	COL3A1_a1b1 complex	simple:P02461	complex:a1b1 complex	ENSG00000168542		True	False	False	curated	True	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0E60FEE99	TGFB1_aVb6 complex	simple:P01137	complex:aVb6 complex	ENSG00000105329		True	False	False	curated	True	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC04AED00CE	TNC_aVb6 complex	simple:P24821	complex:aVb6 complex	ENSG00000041982		True	False	False	curated	True	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC056BF6CBB	TNC_a9b1 complex	simple:P24821	complex:a9b1 complex	ENSG00000041982		True	False	False	curated	True	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC01195CB48	TNC_a8b1 complex	simple:P24821	complex:a8b1 complex	ENSG00000041982		True	False	False	curated	True	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0C8B4C056	CD40LG_a5b1 complex	simple:P29965	complex:a5b1 complex	ENSG00000102245		True	False	False	curated	True	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC098B43B5A	MADCAM1_a4b7 complex	simple:Q13477	complex:a4b7 complex	ENSG00000099866		False	False	False	curated	True	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC08E97F7CA	VCAM1_a4b7 complex	simple:P19320	complex:a4b7 complex	ENSG00000162692		False	False	False	curated	True	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-CS0FCC00896	ACVR_1A2B receptor_BMP5	complex:ACVR_1A2B receptor	simple:P22003		ENSG00000112175	True	True	False	curated	False	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-CS0CA393CC5	BMR1A_AVR2B_BMP5	complex:BMR1A_AVR2B	simple:P22003		ENSG00000112175	True	True	False	curated	False	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-CS0BEC40E19	BMR1B_AVR2B_BMP5	complex:BMR1B_AVR2B	simple:P22003		ENSG00000112175	True	True	False	curated	False	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-CS02AEFFE28	ACVR_1A2B receptor_BMP6	complex:ACVR_1A2B receptor	simple:P22004		ENSG00000153162	True	True	False	curated	False	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-CS007ADC2D1	ACVR_1C2A receptor_INHBB	complex:ACVR_1C2A receptor	simple:P09529		ENSG00000163083	True	True	False	curated	False	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC03BFF1D95	COL15A1_a11b1 complex	simple:P39059	complex:a11b1 complex	ENSG00000204291		True	False	False	curated	True	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-CS085EF890A	ACVR_1B2B receptor_INHBB	complex:ACVR_1B2B receptor	simple:P09529		ENSG00000163083	True	True	False	curated	False	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC03ADD2063	COL18A1_a11b1 complex	simple:P39060	complex:a11b1 complex	ENSG00000182871		True	False	False	curated	True	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-CS02899BF8B	ACVR_1B2A receptor_INHBB	complex:ACVR_1B2A receptor	simple:P09529		ENSG00000163083	True	True	False	curated	False	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-CS048465560	ACVR_1A2B receptor_INHBB	complex:ACVR_1A2B receptor	simple:P09529		ENSG00000163083	True	True	False	curated	False	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-CS073233FCC	ACVR_1A2A receptor_INHBB	complex:ACVR_1A2A receptor	simple:P09529		ENSG00000163083	True	True	False	curated	False	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC07E958BDE	COL5A3_a11b1 complex	simple:P25940	complex:a11b1 complex	ENSG00000080573		True	False	False	curated	True	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC060984F83	COL14A1_a11b1 complex	simple:Q05707	complex:a11b1 complex	ENSG00000187955		True	False	False	curated	True	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-CS0B79F5D68	ACVR_1C2B receptor_INHBA	complex:ACVR_1C2B receptor	simple:P08476		ENSG00000122641	True	True	False	curated	False	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0247E9ADB	COL9A2_a11b1 complex	simple:Q14055	complex:a11b1 complex	ENSG00000049089		True	False	False	curated	True	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-CS0C159B54D	ACVR_1B2B receptor_INHBA	complex:ACVR_1B2B receptor	simple:P08476		ENSG00000122641	True	True	False	curated	False	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC069F9E62C	COL28A1_a11b1 complex	simple:Q2UY09	complex:a11b1 complex	ENSG00000215018		True	False	False	curated	True	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-CS04DD927C9	ACVR_1A2B receptor_INHBA	complex:ACVR_1A2B receptor	simple:P08476		ENSG00000122641	True	True	False	curated	False	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-CS0C0D60519	BMR1B_AVR2B_BMP6	complex:BMR1B_AVR2B	simple:P22004		ENSG00000153162	True	True	False	curated	False	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-CS076E1A639	BMR1A_AVR2B_BMP6	complex:BMR1A_AVR2B	simple:P22004		ENSG00000153162	True	True	False	curated	False	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0014D5A6E	COL16A1_a11b1 complex	simple:Q07092	complex:a11b1 complex	ENSG00000084636		True	False	False	curated	True	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS0CBC7840D	PTPRC_CD22	simple:P08575	simple:P20273	ENSG00000262418	ENSG00000012124	False	False	True	curated	False	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS0A7B487D4	KLRG2_WNT11	simple:A4D1S0	simple:O96014	ENSG00000188883	ENSG00000085741	True	True	False	InnateDB-All	False	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS07AF9303D	GRP_GRPR	simple:P07492	simple:P30550	ENSG00000134443	ENSG00000126010	True	False	True	guidetopharmacology.org	False	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS0F8C664D9	CXCR3_CCL20	simple:P49682	simple:P78556	ENSG00000186810	ENSG00000115009	True	True	False	guidetopharmacology.org	False	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS07F015051	CCR6_CCL20	simple:P51684	simple:P78556	ENSG00000112486	ENSG00000115009	True	True	False	curated	False	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS0FAF4BB9E	DPP4_CCL11	simple:P27487	simple:P51671	ENSG00000197635	ENSG00000172156	True	True	False	curated	False	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS08E13FAF2	ACKR2_CCL11	simple:O00590	simple:P51671	ENSG00000144648	ENSG00000172156	True	True	False	curated	False	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS0DD547726	CCR2_CCL11	simple:P41597	simple:P51671	ENSG00000121807	ENSG00000172156	True	True	False	guidetopharmacology.org	False	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS0DBA4D668	DPP4_CXCL12	simple:P27487	simple:P48061	ENSG00000197635	ENSG00000107562	True	True	False	curated	False	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS0AA47D179	TNFRSF13B_CD70	simple:O14836	simple:P32970	ENSG00000240505	ENSG00000125726	True	True	False	InnateDB-All	False	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS0D4BF6CA3	CD27_CD70	simple:P26842	simple:P32970	ENSG00000139193	ENSG00000125726	True	True	False	curated	False	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS083296041	CD40_CD40LG	simple:P25942	simple:P29965	ENSG00000101017	ENSG00000102245	True	True	False	curated	False	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS09F430F14	NGFR_IL2	simple:P08138	simple:P60568	ENSG00000064300	ENSG00000109471	True	True	False	I2D	False	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS056BE1011	CCRL2_CCL19	simple:O00421	simple:Q99731	ENSG00000121797	ENSG00000172724	True	True	False	guidetopharmacology.org	False	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS0A93C11C8	NGFR_BDNF	simple:P08138	simple:P23560	ENSG00000064300	ENSG00000176697	True	True	False	curated	False	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS0C23EF34B	NCAM1_GDNF	simple:P13591	simple:P39905	ENSG00000149294	ENSG00000168621	True	True	False	I2D	False	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS027CDEA08	NOTCH2_DLL4	simple:Q04721	simple:Q9NR61	ENSG00000134250	ENSG00000128917	False	True	False	curated	False	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS012B7C21D	NOTCH1_DLL4	simple:P46531	simple:Q9NR61	ENSG00000148400	ENSG00000128917	False	True	False	curated	False	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS003C9A532	NOTCH2_DLL3	simple:Q04721	simple:Q9NYJ7	ENSG00000134250	ENSG00000090932	False	True	False	curated	False	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS0607D1101	NOTCH1_DLL3	simple:P46531	simple:Q9NYJ7	ENSG00000148400	ENSG00000090932	False	True	False	curated	False	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS0A34EE366	NOTCH1_DLK1	simple:P46531	simple:P80370	ENSG00000148400	ENSG00000185559	False	True	False	curated	False	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS030EDC420	FZD9_WNT7A	simple:O00144	simple:O00755	ENSG00000188763	ENSG00000154764	True	True	False	I2D	False	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS05C2D0200	FZD9_WNT1	simple:O00144	simple:P04628	ENSG00000188763	ENSG00000125084	True	True	False	I2D	False	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS09FF3A1EA	FZD9_WNT2	simple:O00144	simple:P09544	ENSG00000188763	ENSG00000105989	True	True	False	curated	False	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS0EECD7662	GPR25_RETN	simple:O00155	simple:Q9HD89	ENSG00000170128	ENSG00000104918	True	True	False	IMEx,IntAct	False	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS0BA3A1C3A	NGFR_NTF4	simple:P08138	simple:P34130	ENSG00000064300	ENSG00000225950	True	True	False	curated	False	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS003610FF9	CXCR3_CCL19	simple:P49682	simple:Q99731	ENSG00000186810	ENSG00000172724	True	True	False	guidetopharmacology.org	False	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS05E4B1EBC	INS_INSR	simple:P01308	simple:P06213	ENSG00000254647	ENSG00000171105	True	False	True	curated	False	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS034B442CE	TNF_CELSR2	simple:P01375	simple:Q9HCU4	ENSG00000206439	ENSG00000143126	True	False	True	InnateDB-All	False	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS04A8E4200	ADIPOQ_CD200R1	simple:Q15848	simple:Q8TD46	ENSG00000181092	ENSG00000163606	True	False	True	IMEx,IntAct	False	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS0518D683C	ADIPOQ_PROKR2	simple:Q15848	simple:Q8NFJ6	ENSG00000181092	ENSG00000101292	True	False	True	IMEx,IntAct	False	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS04465565A	PROK1_PROKR2	simple:P58294	simple:Q8NFJ6	ENSG00000143125	ENSG00000101292	True	False	True	guidetopharmacology.org	False	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS06E42DB13	ADIPOQ_CLEC2D	simple:Q15848	simple:Q9UHP7	ENSG00000181092	ENSG00000069493	True	False	True	IMEx,IntAct	False	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS0E292C126	KLRB1_CLEC2D	simple:Q12918	simple:Q9UHP7	ENSG00000111796	ENSG00000069493	False	True	True	curated	False	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS0471FCFF3	GAL_GPR151	simple:P22466	simple:Q8TDV0	ENSG00000069482	ENSG00000173250	True	False	True	I2D	False	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS0F8EFEECF	TNF_DAG1	simple:P01375	simple:Q14118	ENSG00000206439	ENSG00000173402	True	False	True	InnateDB-All	False	1.346																																																																																																																																																																																																																																																																																																																																																																									
CPI-SS02EBC1BB0	TNF_NOTCH1	simple:P01375	simple:P46531	ENSG00000206439	ENSG00000148400	True	False	True	I2D	False	1.346																																																																																																																																																																																																																																																																																																																																																																									
