"","category","GO.ID","Term","Annotated","Significant","Expected","Rank in Fisher.classic","Fisher.elim","Fisher.classic","gene_ratio","genes"
"245","CC","GO:0120038","plasma membrane bounded cell projection ...",1494,1,0.32,38,1,0.2828,0.000669344042838019,"Thy1"
"246","CC","GO:0044459","plasma membrane part",2601,1,0.56,48,1,0.45,0.000384467512495194,"Thy1"
"247","CC","GO:0031256","leading edge membrane",147,1,0.03,10,1,0.031,0.00680272108843537,"Thy1"
"248","CC","GO:0120025","plasma membrane bounded cell projection",2167,1,0.46,45,1,0.3884,0.000461467466543609,"Thy1"
"249","CC","GO:0036477","somatodendritic compartment",1009,1,0.22,32,1,0.1986,0.000991080277502478,"Thy1"
"250","CC","GO:0033267","axon part",440,1,0.09,24,1,0.0907,0.00227272727272727,"Thy1"
"251","CC","GO:0044304","main axon",85,1,0.02,9,1,0.018,0.0117647058823529,"Thy1"
"252","CC","GO:0043025","neuronal cell body",695,1,0.15,28,1,0.1403,0.00143884892086331,"Thy1"
"253","CC","GO:0042995","cell projection",2360,1,0.5,46,1,0.4164,0.000423728813559322,"Thy1"
"254","CC","GO:0009897","external side of plasma membrane",381,1,0.08,22,1,0.0789,0.0026246719160105,"Thy1"
"255","CC","GO:0044297","cell body",781,1,0.17,31,1,0.1566,0.00128040973111396,"Thy1"
"256","CC","GO:0044298","cell body membrane",37,1,0.01,4,1,0.0079,0.027027027027027,"Thy1"
"257","CC","GO:0098552","side of membrane",558,1,0.12,25,1,0.1139,0.0017921146953405,"Thy1"
"258","CC","GO:0098590","plasma membrane region",1164,1,0.25,34,1,0.2263,0.000859106529209622,"Thy1"
"259","CC","GO:0097458","neuron part",1896,1,0.4,42,1,0.3474,0.000527426160337553,"Thy1"
"260","CC","GO:0005575","cellular_component",18737,4,4,73,1,1,0.0002134813470673,"Thy1, Il12b, Rsrp1, Zfp46"
"261","CC","GO:0044425","membrane part",6063,1,1.29,67,1,0.7907,0.00016493485073396,"Thy1"
"262","CC","GO:0005886","plasma membrane",4585,1,0.98,59,1,0.6746,0.000218102508178844,"Thy1"
"263","CC","GO:0044463","cell projection part",1494,1,0.32,39,1,0.2828,0.000669344042838019,"Thy1"
"264","CC","GO:0071944","cell periphery",4725,1,1.01,60,1,0.6873,0.000211640211640212,"Thy1"
"265","CC","GO:0031224","intrinsic component of membrane",4924,1,1.05,62,1,0.7047,0.000203086921202275,"Thy1"
"266","CC","GO:0031226","intrinsic component of plasma membrane",1418,1,0.3,36,1,0.2701,0.000705218617771509,"Thy1"
"267","CC","GO:0043005","neuron projection",1455,1,0.31,37,1,0.2763,0.000687285223367698,"Thy1"
"268","CC","GO:0097447","dendritic tree",700,1,0.15,30,1,0.1413,0.00142857142857143,"Thy1"
"269","CC","GO:0030424","axon",691,1,0.15,27,1,0.1396,0.00144717800289436,"Thy1"
"270","CC","GO:0030425","dendrite",697,1,0.15,29,1,0.1407,0.00143472022955524,"Thy1"
"271","CC","GO:0032589","neuron projection membrane",66,1,0.01,8,1,0.014,0.0151515151515152,"Thy1"
"272","CC","GO:0031252","cell leading edge",376,1,0.08,21,1,0.0779,0.00265957446808511,"Thy1"
"273","CC","GO:0031253","cell projection membrane",288,1,0.06,15,1,0.0601,0.00347222222222222,"Thy1"
"274","CC","GO:0000118","histone deacetylase complex",59,0,0.01,74,1,1,0,""
"275","CC","GO:0000123","histone acetyltransferase complex",81,0,0.02,75,1,1,0,""
"276","CC","GO:0000139","Golgi membrane",232,0,0.05,76,1,1,0,""
"277","CC","GO:0000151","ubiquitin ligase complex",275,0,0.06,77,1,1,0,""
"278","CC","GO:0000152","nuclear ubiquitin ligase complex",42,0,0.01,78,1,1,0,""
"279","CC","GO:0000178","exosome (RNase complex)",22,0,0,79,1,1,0,""
"280","CC","GO:0000228","nuclear chromosome",550,0,0.12,80,1,1,0,""
"281","CC","GO:0000242","pericentriolar material",21,0,0,81,1,1,0,""
"282","CC","GO:0000307","cyclin-dependent protein kinase holoenzy...",42,0,0.01,82,1,1,0,""
"283","CC","GO:0000313","organellar ribosome",90,0,0.02,83,1,1,0,""
"284","CC","GO:0000314","organellar small ribosomal subunit",30,0,0.01,84,1,1,0,""
"285","CC","GO:0000315","organellar large ribosomal subunit",58,0,0.01,85,1,1,0,""
"286","CC","GO:0000323","lytic vacuole",410,0,0.09,86,1,1,0,""
"287","CC","GO:0000407","phagophore assembly site",29,0,0.01,87,1,1,0,""
"288","CC","GO:0000421","autophagosome membrane",20,0,0,88,1,1,0,""
"289","CC","GO:0000428","DNA-directed RNA polymerase complex",100,0,0.02,89,1,1,0,""
"290","CC","GO:0000502","proteasome complex",66,0,0.01,90,1,1,0,""
"291","CC","GO:0000775","chromosome, centromeric region",184,0,0.04,91,1,1,0,""
"292","CC","GO:0000776","kinetochore",129,0,0.03,92,1,1,0,""
"293","CC","GO:0000777","condensed chromosome kinetochore",35,0,0.01,93,1,1,0,""
"294","CC","GO:0000779","condensed chromosome, centromeric region",50,0,0.01,94,1,1,0,""
"295","CC","GO:0000780","condensed nuclear chromosome, centromeri...",28,0,0.01,95,1,1,0,""
"296","CC","GO:0000781","chromosome, telomeric region",104,0,0.02,96,1,1,0,""
"297","CC","GO:0000784","nuclear chromosome, telomeric region",74,0,0.02,97,1,1,0,""
"298","CC","GO:0000785","chromatin",499,0,0.11,98,1,1,0,""
"299","CC","GO:0000786","nucleosome",27,0,0.01,99,1,1,0,""
"300","CC","GO:0000790","nuclear chromatin",336,0,0.07,100,1,1,0,""
