"","category","GO.ID","Term","Annotated","Significant","Expected","Rank in Fisher.classic","Fisher.elim","Fisher.classic","gene_ratio","genes"
"265","CC","GO:0000151","ubiquitin ligase complex",275,0,0.03,65,1,1,0,""
"266","CC","GO:0000152","nuclear ubiquitin ligase complex",42,0,0,66,1,1,0,""
"267","CC","GO:0000178","exosome (RNase complex)",22,0,0,67,1,1,0,""
"268","CC","GO:0000228","nuclear chromosome",550,0,0.06,68,1,1,0,""
"269","CC","GO:0000242","pericentriolar material",21,0,0,69,1,1,0,""
"270","CC","GO:0000307","cyclin-dependent protein kinase holoenzy...",42,0,0,70,1,1,0,""
"271","CC","GO:0000313","organellar ribosome",90,0,0.01,71,1,1,0,""
"272","CC","GO:0000314","organellar small ribosomal subunit",30,0,0,72,1,1,0,""
"273","CC","GO:0000315","organellar large ribosomal subunit",58,0,0.01,73,1,1,0,""
"274","CC","GO:0000323","lytic vacuole",410,0,0.04,74,1,1,0,""
"275","CC","GO:0000407","phagophore assembly site",29,0,0,75,1,1,0,""
"276","CC","GO:0000421","autophagosome membrane",20,0,0,76,1,1,0,""
"277","CC","GO:0000428","DNA-directed RNA polymerase complex",100,0,0.01,77,1,1,0,""
"278","CC","GO:0000502","proteasome complex",66,0,0.01,78,1,1,0,""
"279","CC","GO:0000775","chromosome, centromeric region",184,0,0.02,79,1,1,0,""
"280","CC","GO:0000776","kinetochore",129,0,0.01,80,1,1,0,""
"281","CC","GO:0000777","condensed chromosome kinetochore",35,0,0,81,1,1,0,""
"282","CC","GO:0000779","condensed chromosome, centromeric region",50,0,0.01,82,1,1,0,""
"283","CC","GO:0000780","condensed nuclear chromosome, centromeri...",28,0,0,83,1,1,0,""
"284","CC","GO:0000781","chromosome, telomeric region",104,0,0.01,84,1,1,0,""
"285","CC","GO:0000784","nuclear chromosome, telomeric region",74,0,0.01,85,1,1,0,""
"286","CC","GO:0000785","chromatin",499,0,0.05,86,1,1,0,""
"287","CC","GO:0000786","nucleosome",27,0,0,87,1,1,0,""
"288","CC","GO:0000790","nuclear chromatin",336,0,0.04,88,1,1,0,""
"289","CC","GO:0000791","euchromatin",36,0,0,89,1,1,0,""
"290","CC","GO:0000792","heterochromatin",92,0,0.01,90,1,1,0,""
"291","CC","GO:0000793","condensed chromosome",164,0,0.02,91,1,1,0,""
"292","CC","GO:0000794","condensed nuclear chromosome",114,0,0.01,92,1,1,0,""
"293","CC","GO:0000795","synaptonemal complex",57,0,0.01,93,1,1,0,""
"294","CC","GO:0000803","sex chromosome",37,0,0,94,1,1,0,""
"295","CC","GO:0000922","spindle pole",128,0,0.01,95,1,1,0,""
"296","CC","GO:0000930","gamma-tubulin complex",20,0,0,96,1,1,0,""
"297","CC","GO:0000932","P-body",70,0,0.01,97,1,1,0,""
"298","CC","GO:0001533","cornified envelope",21,0,0,98,1,1,0,""
"299","CC","GO:0001650","fibrillar center",125,0,0.01,99,1,1,0,""
"300","CC","GO:0001669","acrosomal vesicle",111,0,0.01,100,1,1,0,""
