gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	Microglia	Oligo
NGF	P01138	False	NGF_HUMAN		CPI-SS0EDD4928A	0.0	0.0492927273
TTR	P02766	False	TTHY_HUMAN		CPI-SS08B85996F	4.3044339896	3.8823782236
TTR	P02766	False	TTHY_HUMAN		CPI-SS00D3CD86E	4.3044339896	3.8823782236
GPR37	O15354	False	GPR37_HUMAN		CPI-SS0AB647854	0.2137272001	1.2501487602
GPR37L1	O60883	False	ETBR2_HUMAN		CPI-SS082900482	0.1122146942	0.1877800572
GRIN2D	O15399	False	NMDE4_HUMAN		CPI-SS0A915097A	0.0639561244	0.0384735769
GRIN2A	Q12879	False	NMDE1_HUMAN		CPI-SS070B0E458	1.0490590492	0.8872919987
GRIN2B	Q13224	False	NMDE2_HUMAN		CPI-SS0D529E576	2.1119261518	1.3358871296
CSF1	P09603	False	CSF1_HUMAN		CPI-SS068C129D6	0.6361996451	1.020424181
CSF1	P09603	False	CSF1_HUMAN		CPI-SS086615F9B	0.6361996451	1.020424181
PTGER3	P43115	False	PE2R3_HUMAN		CPI-SS043E0F61D	0.0	0.0249322218
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS0B9B3870A	0.0569490492	0.1291944346
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS02371A6D6	0.0569490492	0.1291944346
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS0C694CB44	0.0569490492	0.1291944346
PLXNC1	O60486	False	PLXC1_HUMAN		CPI-SS02B567BC7	0.0534462798	0.0828676277
FZD7	O75084	False	FZD7_HUMAN		CPI-SS070C51D94	0.0378713821	0.0592552048
LRP5	O75197	False	LRP5_HUMAN		CPI-SS0A4EE6FE1	1.0972425855	0.0339946925
LGR5	O75473	False	LGR5_HUMAN		CPI-SS0FC0CA5ED	0.0294729534	0.0
LGR5	O75473	False	LGR5_HUMAN		CPI-SS0DCA749B0	0.0294729534	0.0
LGR4	Q9BXB1	False	LGR4_HUMAN		CPI-SS0A874F65F	0.1465861326	0.4942636444
LRP6	O75581	False	LRP6_HUMAN		CPI-SS05B1FA8A8	1.2049335809	0.512890753
NTF3	P20783	False	NTF3_HUMAN		CPI-SS05162C56B	0.0519920156	0.1022584527
COPA	P53621	False	COPA_HUMAN		CPI-SS065F7DA2A	1.4117027537	1.0595033898
NAMPT	P43490	False	NAMPT_HUMAN		CPI-SS09A3FA737	0.603101114	0.2182357942
ADORA2A	P29274	False	AA2AR_HUMAN		CPI-SS03E273233	0.059013057	0.0
ADORA1	P30542	False	AA1R_HUMAN		CPI-SS03E7587E4	0.114709093	0.5315090392
PENK	P01210	False	PENK_HUMAN		CPI-SS06AC5AF53	0.0295738993	0.0323665678
CGA	P01215	False	GLHA_HUMAN		CPI-SS033180726	0.0	0.0135608114
CGA	P01215	False	GLHA_HUMAN		CPI-SS0577408A3	0.0	0.0135608114
TSHB	P01222	False	TSHB_HUMAN		CPI-SS0C7833961	0.0	0.110285093
IL1B	P01584	False	IL1B_HUMAN		CPI-SS0C6448B94	0.0713470902	0.0
TNFSF9	P41273	False	TNFL9_HUMAN		CPI-SS0431D2256	0.0197309482	0.0532518272
PROS1	P07225	False	PROS_HUMAN		CPI-SS0C85BC9AF	2.2078764275	0.1714551131
PROS1	P07225	False	PROS_HUMAN		CPI-SS09C4988F8	2.2078764275	0.1714551131
CSF1R	P07333	False	CSF1R_HUMAN		CPI-SS0B01CF3AB	6.2327720104	0.0883104892
CSF1R	P07333	False	CSF1R_HUMAN		CPI-SS0DFA98A14	6.2327720104	0.0883104892
PTPRC	P08575	False	PTPRC_HUMAN		CPI-SS0CBC7840D	4.3945931195	0.018522566
PTPRC	P08575	False	PTPRC_HUMAN		CPI-SS0822AEF5F	4.3945931195	0.018522566
ALOX5	P09917	False	LOX5_HUMAN		CPI-SS080611C5B	0.401986433	0.0258806992
CD28	P10747	False	CD28_HUMAN		CPI-SS07327E587	0.0590130655	0.0
CD28	P10747	False	CD28_HUMAN		CPI-SS077D7365D	0.0590130655	0.0
NPR1	P16066	False	ANPRA_HUMAN		CPI-SS0A1864A37	0.0	0.0086321198
NPR3	P17342	False	ANPRC_HUMAN		CPI-SS0EB4002A2	0.0389881503	0.0
NPR2	P20594	False	ANPRB_HUMAN		CPI-SS06B94F144	0.0	0.0088055997
PDGFRA	P16234	False	PGFRA_HUMAN		CPI-SS03CC15FF3	0.0715826988	0.0943388533
PECAM1	P16284	False	PECA1_HUMAN		CPI-SS0E0DEA7D5	0.1421833912	0.023943075
TRH	P20396	False	TRH_HUMAN		CPI-SS00F69C501	0.0	0.0258890148
C5AR1	P21730	False	C5AR1_HUMAN		CPI-SS01946BE5C	0.4958407648	0.0236613973
FPR3	P25089	False	FPR3_HUMAN		CPI-SS0D2539AEB	0.0	0.0098423545
AXL	P30530	False	UFO_HUMAN		CPI-SS0D0252D87	0.778199486	0.0069969605
IL15	P40933	False	IL15_HUMAN		CPI-SS077B160B9	0.8701359689	0.0
AXL	P30530	False	UFO_HUMAN		CPI-SS03A4F7DC8	0.778199486	0.0069969605
TYRO3	Q06418	False	TYRO3_HUMAN		CPI-SS085195142	0.2675176456	0.6690375696
MERTK	Q12866	False	MERTK_HUMAN		CPI-SS0415CC75D	19.438162141	0.0981475355
SSTR1	P30872	False	SSR1_HUMAN		CPI-SS00C069DCB	0.0355861658	0.0
NTSR1	P30989	False	NTR1_HUMAN		CPI-SS083319328	0.0	0.0334502477
BMP8B	P34820	False	BMP8B_HUMAN		CPI-SS0E5593D5C	0.0	0.0305793831
RYK	P34925	False	RYK_HUMAN		CPI-SS0A91954A0	0.4994545777	0.5086227586
THPO	P40225	False	TPO_HUMAN		CPI-SS0DC2DD9D7	0.0	0.0399264803
CMKLR1	Q99788	False	CML1_HUMAN		CPI-SS07D56EB05	1.3511822192	0.0
NMU	P48645	False	NMU_HUMAN		CPI-SS018BD4882	0.021788676	0.0
CX3CR1	P49238	False	CX3C1_HUMAN		CPI-SS032E9A219	6.8002663782	0.1550056506
QRFP	P83859	False	OX26_HUMAN		CPI-SS0BC884A75	0.0	0.0071585805
DSG2	Q14126	False	DSG2_HUMAN		CPI-SS0B6F0C894	0.0	0.0190788056
TEK	Q02763	False	TIE2_HUMAN		CPI-SS0B337B316	0.0442094467	0.0585716839
TEK	Q02763	False	TIE2_HUMAN		CPI-SS00BBA318F	0.0442094467	0.0585716839
SEMA5A	Q13591	False	SEM5A_HUMAN		CPI-SS0D00AAD2F	0.3331498964	0.3525411525
IL16	Q14005	False	IL16_HUMAN		CPI-SS0893BD6B6	0.290922557	0.0350177764
GPR19	Q15760	False	GPR19_HUMAN		CPI-SS07DFEBFA8	0.0371975873	0.117384196
CXCL17	Q6UXB2	False	VCC1_HUMAN		CPI-SS08C995EB4	0.2223937981	0.2716977244
EDA	Q92838	False	EDA_HUMAN		CPI-SS00797FD15	0.0854668124	0.0619141441
TNFSF9	P41273	False	TNFL9_HUMAN		CPI-SS00A8596B5	0.0197309482	0.0532518272
CD226	Q15762	False	CD226_HUMAN		CPI-SS0A8627ED6	0.0295065285	0.0
TIGIT	Q495A1	False	TIGIT_HUMAN		CPI-SS00561BBD7	0.0335145337	0.0
NECTIN3	Q9NQS3	False	PVRL3_HUMAN		CPI-SS0F1A060D4	0.1035089715	0.2757454524
NECTIN3	Q9NQS3	False	PVRL3_HUMAN		CPI-SS00550260E	0.1035089715	0.2757454524
NECTIN3	Q9NQS3	False	PVRL3_HUMAN		CPI-SS0B990492C	0.1035089715	0.2757454524
NECTIN3	Q9NQS3	False	PVRL3_HUMAN		CPI-SS0C5E9FBFB	0.1035089715	0.2757454524
NECTIN3	Q9NQS3	False	PVRL3_HUMAN		CPI-SS03859E16F	0.1035089715	0.2757454524
NECTIN3	Q9NQS3	False	PVRL3_HUMAN		CPI-SS02FBD007E	0.1035089715	0.2757454524
CADM1	Q9BY67	False	CADM1_HUMAN		CPI-SS09C06644C	8.9245388523	3.1965338882
CADM1	Q9BY67	False	CADM1_HUMAN		CPI-SS0C9696AAA	8.9245388523	3.1965338882
CADM4	Q8NFZ8	False	CADM4_HUMAN		CPI-SS02D18D12B	0.2306127192	0.5778088971
EPB41L1	Q9H4G0	False	E41L1_HUMAN		CPI-SS0B3829651	0.1571687108	0.4864411158
CADM3	Q8N126	False	CADM3_HUMAN		CPI-SS00661A3A4	0.2972431035	0.2858933568
NECTIN4	Q96NY8	False	PVRL4_HUMAN		CPI-SS01E0F2D2C	0.2470153815	0.0
NECTIN2	Q92692	False	PVRL2_HUMAN		CPI-SS0A5DF05C0	0.0918351571	0.0080167068
NECTIN2	Q92692	False	PVRL2_HUMAN		CPI-SS06207F70E	0.0918351571	0.0080167068
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS01F67987A	0.1386689715	0.0828398018
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS0755A26DD	0.1386689715	0.0828398018
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS03189F5F6	0.1386689715	0.0828398018
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS05A94DE17	5.3038274197	16.9194660597
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS04A97448D	5.3038274197	16.9194660597
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0AECC113F	5.3038274197	16.9194660597
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0DC322B61	5.3038274197	16.9194660597
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0348DB5E3	5.3038274197	16.9194660597
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS0D636A374	0.0227252068	0.01361895
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS015819E65	0.0227252068	0.01361895
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS0BF3ED143	0.0227252068	0.01361895
FGFRL1	Q8N441	False	FGRL1_HUMAN		CPI-SS0CB6968B9	0.0411218028	0.0
TGFBR3	Q03167	False	TGBR3_HUMAN		CPI-SS068C742A1	0.1110761655	0.3041267996
TGFBR3	Q03167	False	TGBR3_HUMAN		CPI-SS085EE60B1	0.1110761655	0.3041267996
TGFBR3	Q03167	False	TGBR3_HUMAN		CPI-SS0FB37E079	0.1110761655	0.3041267996
TGFBR3	Q03167	False	TGBR3_HUMAN		CPI-SS0D46E2B45	0.1110761655	0.3041267996
TGFBR3	Q03167	False	TGBR3_HUMAN		CPI-SS0178F5C45	0.1110761655	0.3041267996
JAM3	Q9BX67	False	JAM3_HUMAN		CPI-SS087B53ABF	0.3491811736	3.1888282783
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS055E061C9	0.5759881286	0.17439962
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS02904BE32	0.5759881286	0.17439962
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS033CB0BB2	0.5759881286	0.17439962
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS0E2431C09	0.5759881286	0.17439962
CD274	Q9NZQ7	False	PD1L1_HUMAN		CPI-SS016EE0084	0.5028968679	0.0
CD274	Q9NZQ7	False	PD1L1_HUMAN		CPI-SS08F13AD5C	0.5028968679	0.0
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS0B02DE712	0.3131842824	0.2557161957
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS09375CA29	0.3131842824	0.2557161957
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS00A953C3A	0.3131842824	0.2557161957
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS0BF9FA3F2	0.3131842824	0.2557161957
EGF	P01133	False	EGF_HUMAN		CPI-SS0F4D30D5A	0.031904847	0.0169919736
TGFA	P01135	False	TGFA_HUMAN		CPI-SS0E25CE362	1.3218925831	0.5877581382
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SS0055264F3	1.0723306676	0.0
MIF	P14174	False	MIF_HUMAN		CPI-SS00EDDD458	0.3758691347	0.3373686023
MIF	P14174	False	MIF_HUMAN		CPI-SS0ABC5C1B8	0.3758691347	0.3373686023
GRN	P28799	False	GRN_HUMAN		CPI-SS08CA619FE	0.5231483627	0.2082756709
GRN	P28799	False	GRN_HUMAN		CPI-SS0DA033F03	0.5231483627	0.2082756709
GRN	P28799	False	GRN_HUMAN		CPI-SS0C4E86714	0.5231483627	0.2082756709
BTC	P35070	False	BTC_HUMAN		CPI-SS0A19E9C34	0.0	0.0045608328
BTC	P35070	False	BTC_HUMAN		CPI-SS06BC4D123	0.0	0.0045608328
COPA	P53621	False	COPA_HUMAN		CPI-SS088A0A760	1.4117027537	1.0595033898
COPA	P53621	False	COPA_HUMAN		CPI-SS0302E8E8F	1.4117027537	1.0595033898
HBEGF	Q99075	False	HBEGF_HUMAN		CPI-SS0C10824C7	0.0363348446	0.0286808234
HBEGF	Q99075	False	HBEGF_HUMAN		CPI-SS03098AC28	0.0363348446	0.0286808234
TNFSF13B	Q9Y275	False	TN13B_HUMAN		CPI-SS03C51D352	0.5309309301	0.0
TNFSF13B	Q9Y275	False	TN13B_HUMAN		CPI-SS03133B4F2	0.5309309301	0.0
TNFSF13B	Q9Y275	False	TN13B_HUMAN		CPI-SS0E2863F09	0.5309309301	0.0
APP	P05067	False	A4_HUMAN		CPI-SS09808DEAE	4.1452040984	14.5332276696
ITGAL	P20701	False	ITAL_HUMAN		CPI-SS0E9A581F8	0.0295065285	0.0
NTF3	P20783	False	NTF3_HUMAN		CPI-SS0ADA587B4	0.0519920156	0.1022584527
NAMPT	P43490	False	NAMPT_HUMAN		CPI-SS00A6D366F	0.603101114	0.2182357942
NRG4	Q8WWG1	False	NRG4_HUMAN		CPI-SS074CF011C	0.0206757668	0.0462252706
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS0DE0A486F	0.0569490492	0.1291944346
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS0E00478B4	0.0569490492	0.1291944346
PGF	P49763	False	PLGF_HUMAN		CPI-SS0855C0353	0.0872581347	0.0
PGF	P49763	False	PLGF_HUMAN		CPI-SS0D22A09AD	0.0872581347	0.0
PGF	P49763	False	PLGF_HUMAN		CPI-SS0E61DB5DF	0.0872581347	0.0
VEGFB	P49765	False	VEGFB_HUMAN		CPI-SS033E6DE7E	0.3345019223	0.1678530356
VEGFB	P49765	False	VEGFB_HUMAN		CPI-SS0947A8549	0.3345019223	0.1678530356
VEGFB	P49765	False	VEGFB_HUMAN		CPI-SS098425155	0.3345019223	0.1678530356
SEMA3A	Q14563	False	SEM3A_HUMAN		CPI-SS08083B141	0.0	0.055208514
SEMA3F	Q13275	False	SEM3F_HUMAN		CPI-SS0F15C1AB3	0.0	0.0092883634
SEMA3C	Q99985	False	SEM3C_HUMAN		CPI-SS0241A1F57	0.0132244695	0.0135175322
VSIR	Q9H7M9	False	GI24_HUMAN		CPI-SS03FA58286	2.5790567772	0.0472783024
CCKBR	P32239	False	GASR_HUMAN		CPI-SS00AD71822	0.0380422021	0.0246727827
CCR5	P51681	False	CCR5_HUMAN		CPI-SS0D1D95883	2.1014584326	0.033775986
CCR5	P51681	False	CCR5_HUMAN		CPI-SS0C090A257	2.1014584326	0.033775986
CCR5	P51681	False	CCR5_HUMAN		CPI-SS0B01D306C	2.1014584326	0.033775986
SLC7A1	P30825	False	CTR1_HUMAN		CPI-SS0795802F6	0.1635529452	0.049294616
SLC7A1	P30825	False	CTR1_HUMAN		CPI-SS03105D292	0.1635529452	0.049294616
CNR2	P34972	False	CNR2_HUMAN		CPI-SS05BA6D9C3	0.40438737	0.0121245041
GPRC5D	Q9NZD1	False	GPC5D_HUMAN		CPI-SS008F83E02	0.0	0.0166315187
IDE	P14735	False	IDE_HUMAN		CPI-SS076D8415B	0.2662225389	0.3327825578
IGF1R	P08069	False	IGF1R_HUMAN		CPI-SS0E41702C1	2.6050949352	2.8445149733
NTRK2	Q16620	False	NTRK2_HUMAN		CPI-SS0BA601DC4	0.5233915881	0.4478183837
NTRK2	Q16620	False	NTRK2_HUMAN		CPI-SS093E05DD4	0.5233915881	0.4478183837
SORT1	Q99523	False	SORT_HUMAN		CPI-SS09A36B221	1.6924312729	2.5920523707
SORT1	Q99523	False	SORT_HUMAN		CPI-SS07CCAD9BF	1.6924312729	2.5920523707
SORT1	Q99523	False	SORT_HUMAN		CPI-SS04F3A1E5C	1.6924312729	2.5920523707
F11R	Q9Y624	False	JAM1_HUMAN		CPI-SS03F0B666C	1.6486072513	0.0115829356
CD200R1	Q8TD46	False	MO2R1_HUMAN		CPI-SS0A9E884E0	0.5141634689	0.0
CLEC2D	Q9UHP7	False	CLC2D_HUMAN		CPI-SS02A0FF87F	0.1618341636	0.0231026915
DAG1	Q14118	False	DAG1_HUMAN		CPI-SS0F8EFEECF	0.5259472332	0.132906291
DAG1	Q14118	False	DAG1_HUMAN		CPI-SS0BD9F32BA	0.5259472332	0.132906291
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS02EBC1BB0	0.2540173227	0.0448310944
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS04A5D6B6F	0.2540173227	0.0448310944
SEMA4C	Q9C0C4	False	SEM4C_HUMAN		CPI-SS0B81F1BF5	0.1862235381	0.0230511752
SEMA4C	Q9C0C4	False	SEM4C_HUMAN		CPI-SS0AB21032D	0.1862235381	0.0230511752
ICOS	Q9Y6W8	False	ICOS_HUMAN		CPI-SS03B8E2D7A	0.0773932901	0.0
TNFRSF1A	P19438	False	TNR1A_HUMAN		CPI-SS04B4619D0	0.1874423721	0.0175344624
FAS	P25445	False	TNR6_HUMAN		CPI-SS08B7D54A3	0.064911399	0.0
TNFRSF1B	P20333	False	TNR1B_HUMAN		CPI-SS0E7D5974D	0.7883510739	0.0192522429
RIPK1	Q13546	False	RIPK1_HUMAN		CPI-SS048A2311A	0.1722521451	0.1856732414
RIPK1	Q13546	False	RIPK1_HUMAN		CPI-SS0DEDA3567	0.1722521451	0.1856732414
PTPRS	Q13332	False	PTPRS_HUMAN		CPI-SS0FBC9234C	0.7523021166	0.4765921665
PTPRS	Q13332	False	PTPRS_HUMAN		CPI-SS00F4DDF4B	0.7523021166	0.4765921665
CELSR2	Q9HCU4	False	CELR2_HUMAN		CPI-SS034B442CE	0.1345060864	0.1681251997
CXCL12	P48061	False	SDF1_HUMAN		CPI-SS07155793F	0.0979224739	0.1669506615
IL2	P60568	False	IL2_HUMAN		CPI-SS09F430F14	0.0376551392	0.0330497052
BDNF	P23560	False	BDNF_HUMAN		CPI-SS0A93C11C8	0.1823836732	0.1964907804
BDNF	P23560	False	BDNF_HUMAN		CPI-SS01BCB9360	0.1823836732	0.1964907804
DLL3	Q9NYJ7	False	DLL3_HUMAN		CPI-SS003C9A532	0.0390750162	0.0
DLL3	Q9NYJ7	False	DLL3_HUMAN		CPI-SS0607D1101	0.0390750162	0.0
DLL3	Q9NYJ7	False	DLL3_HUMAN		CPI-SS09D379E5B	0.0390750162	0.0
JAG2	Q9Y219	False	JAG2_HUMAN		CPI-SS02770D68F	0.0669410803	0.0146051461
JAG2	Q9Y219	False	JAG2_HUMAN		CPI-SS08C3D27F7	0.0669410803	0.0146051461
JAG2	Q9Y219	False	JAG2_HUMAN		CPI-SS05FEE05CB	0.0669410803	0.0146051461
WNT4	P56705	False	WNT4_HUMAN		CPI-SS0B42AD9EF	0.0790936101	0.0772676523
JAG1	P78504	False	JAG1_HUMAN		CPI-SS0B87FE6E0	0.0	0.01286081
JAG1	P78504	False	JAG1_HUMAN		CPI-SS01A07768A	0.0	0.01286081
NOV	P48745	False	NOV_HUMAN		CPI-SS0E5AF12B6	0.2110890052	0.1247995248
DLK1	P80370	False	DLK1_HUMAN		CPI-SS0A34EE366	0.0	0.0415171881
WNT7A	O00755	False	WNT7A_HUMAN		CPI-SS030EDC420	0.0	0.0080369894
WNT2	P09544	False	WNT2_HUMAN		CPI-SS09FF3A1EA	0.0194057946	0.0
ACKR1	Q16570	False	ACKR1_HUMAN		CPI-SS05B7D3407	0.0	0.0652774369
ACKR1	Q16570	False	ACKR1_HUMAN		CPI-SS03821C2C6	0.0	0.0652774369
ACKR4	Q9NPB9	False	ACKR4_HUMAN		CPI-SS0F3BF2B34	0.0217520881	0.1101965921
ACKR4	Q9NPB9	False	ACKR4_HUMAN		CPI-SS0CCD89E02	0.0217520881	0.1101965921
ACKR4	Q9NPB9	False	ACKR4_HUMAN		CPI-SS083B5EBAB	0.0217520881	0.1101965921
CCR9	P51686	False	CCR9_HUMAN		CPI-SS039863E62	0.0613577228	0.1260538437
AVPR1A	P37288	False	V1AR_HUMAN		CPI-SS07835EECF	0.0	0.0115513456
AVPR1A	P37288	False	V1AR_HUMAN		CPI-SS00399ED03	0.0	0.0115513456
VIPR1	P32241	False	VIPR1_HUMAN		CPI-SS0C8A09915	0.0	0.0177774663
VIPR1	P32241	False	VIPR1_HUMAN		CPI-SS062DED513	0.0	0.0177774663
NPR3	P17342	False	ANPRC_HUMAN		CPI-SS04A7BCE8D	0.0389881503	0.0
NPR2	P20594	False	ANPRB_HUMAN		CPI-SS0230EE330	0.0	0.0088055997
ADCYAP1R1	P41586	False	PACR_HUMAN		CPI-SS0133239EA	0.0573611325	0.1572241156
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS0419B80C4	2.000038671	0.0792882656
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS02928C71A	2.000038671	0.0792882656
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS006C6537E	2.000038671	0.0792882656
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS0984C2931	2.000038671	0.0792882656
CD47	Q08722	False	CD47_HUMAN		CPI-SS014958F32	1.4030998886	1.1998588564
CD47	Q08722	False	CD47_HUMAN		CPI-SS0339AE950	1.4030998886	1.1998588564
PTPRK	Q15262	False	PTPRK_HUMAN		CPI-SS0A9FB762A	0.5356562617	10.7735611537
PTPRK	Q15262	False	PTPRK_HUMAN		CPI-SS0472C478C	0.5356562617	10.7735611537
PTPRK	Q15262	False	PTPRK_HUMAN		CPI-SS0CB863B46	0.5356562617	10.7735611537
SLC1A5	Q15758	False	AAAT_HUMAN		CPI-SS002DF6C31	0.118177355	0.0405939373
COLEC12	Q5KU26	False	COL12_HUMAN		CPI-SS08877A081	0.6099630207	0.0135319314
HAVCR2	Q8TDQ0	False	HAVR2_HUMAN		CPI-SS0E23CEB91	3.3621066554	0.0135463532
SORL1	Q92673	False	SORL_HUMAN		CPI-SS09C52F54E	1.0222075104	0.6198910114
SORL1	Q92673	False	SORL_HUMAN		CPI-SS083CBFACD	1.0222075104	0.6198910114
SORL1	Q92673	False	SORL_HUMAN		CPI-SS0D3C90DDA	1.0222075104	0.6198910114
MRC2	Q9UBG0	False	MRC2_HUMAN		CPI-SS048346C2B	0.8298578731	0.0
PDGFRB	P09619	False	PGFRB_HUMAN		CPI-SS05A26A1DE	0.0185048109	0.010280324
PDGFRA	P16234	False	PGFRA_HUMAN		CPI-SS0FEEB187C	0.0715826988	0.0943388533
PDGFRA	P16234	False	PGFRA_HUMAN		CPI-SS0B70EB09E	0.0715826988	0.0943388533
ADGRV1	Q8WXG9	False	GPR98_HUMAN		CPI-SS0CB4F2FE4	0.1165805674	1.1685321677
PTPRZ1	P23471	False	PTPRZ_HUMAN		CPI-SS027E12A36	0.2879124599	0.17029926
PTPRZ1	P23471	False	PTPRZ_HUMAN		CPI-SS04E690D72	0.2879124599	0.17029926
ALK	Q9UM73	False	ALK_HUMAN		CPI-SS012AFC842	0.0283950984	0.1442155108
ALK	Q9UM73	False	ALK_HUMAN		CPI-SS05D7900BF	0.0283950984	0.1442155108
FZD8	Q9H461	False	FZD8_HUMAN		CPI-SS048604E28	0.0	0.0432220368
FZD8	Q9H461	False	FZD8_HUMAN		CPI-SS0D782F60B	0.0	0.0432220368
FZD1	Q9UP38	False	FZD1_HUMAN		CPI-SS080C0EEB8	0.0279770364	0.0
FZD1	Q9UP38	False	FZD1_HUMAN		CPI-SS0B2D5BA95	0.0279770364	0.0
FZD1	Q9UP38	False	FZD1_HUMAN		CPI-SS0CA020C34	0.0279770364	0.0
FZD1	Q9UP38	False	FZD1_HUMAN		CPI-SS0E4DE8215	0.0279770364	0.0
FZD1	Q9UP38	False	FZD1_HUMAN		CPI-SS0E7523314	0.0279770364	0.0
FZD1	Q9UP38	False	FZD1_HUMAN		CPI-SS0D81C6C1D	0.0279770364	0.0
FZD2	Q14332	False	FZD2_HUMAN		CPI-SS0261EA048	0.0317095855	0.0
FZD2	Q14332	False	FZD2_HUMAN		CPI-SS01C2BA5C8	0.0317095855	0.0
FZD2	Q14332	False	FZD2_HUMAN		CPI-SS02C418D99	0.0317095855	0.0
EPHA7	Q15375	False	EPHA7_HUMAN		CPI-SS0D4F593F1	0.4788328226	0.761283001
EPHA7	Q15375	False	EPHA7_HUMAN		CPI-SS01DCC7684	0.4788328226	0.761283001
EPHA7	Q15375	False	EPHA7_HUMAN		CPI-SS03E450F99	0.4788328226	0.761283001
EPHA7	Q15375	False	EPHA7_HUMAN		CPI-SS0D5DBB634	0.4788328226	0.761283001
EPHA7	Q15375	False	EPHA7_HUMAN		CPI-SS028688B7B	0.4788328226	0.761283001
ANTXR1	Q9H6X2	False	ANTR1_HUMAN		CPI-SS0C56C483F	0.0717354889	0.3607065545
ANTXR1	Q9H6X2	False	ANTR1_HUMAN		CPI-SS0331C5A49	0.0717354889	0.3607065545
ROR2	Q01974	False	ROR2_HUMAN		CPI-SS0E7CBFD03	0.0135283212	0.006302817
FZD3	Q9NPG1	False	FZD3_HUMAN		CPI-SS002673EFE	0.1775919119	0.2540110851
FZD3	Q9NPG1	False	FZD3_HUMAN		CPI-SS0F26BB901	0.1775919119	0.2540110851
ROR1	Q01973	False	ROR1_HUMAN		CPI-SS073F3FAD5	0.0317095909	0.0580448076
NCAM1	P13591	False	NCAM1_HUMAN		CPI-SS039799099	1.4323085622	15.9613515858
FGF9	P31371	False	FGF9_HUMAN		CPI-SS038E93B77	0.0341327202	0.0789435832
FGF9	P31371	False	FGF9_HUMAN		CPI-SS0907A7598	0.0341327202	0.0789435832
FGF9	P31371	False	FGF9_HUMAN		CPI-SS07A9A501C	0.0341327202	0.0789435832
FGF23	Q9GZV9	False	FGF23_HUMAN		CPI-SS07A0F4D73	0.0	0.0159229077
FGF23	Q9GZV9	False	FGF23_HUMAN		CPI-SS01D785DBA	0.0	0.0159229077
FGF23	Q9GZV9	False	FGF23_HUMAN		CPI-SS0883B7EE4	0.0	0.0159229077
KL	Q9UEF7	False	KLOT_HUMAN		CPI-SS0BF490275	0.0690137148	0.0451007125
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS06A0B20BD	0.8301528465	1.3240978826
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0E63AB61E	0.8301528465	1.3240978826
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0EBFE1854	0.8301528465	1.3240978826
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS05B4EB419	0.8301528465	1.3240978826
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0FC01B947	0.8301528465	1.3240978826
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS087E0E3FB	0.8301528465	1.3240978826
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0D1AE5C79	0.8301528465	1.3240978826
CD83	Q01151	False	CD83_HUMAN		CPI-SS00D9A0644	1.019248601	0.014009352
NECTIN1	Q15223	False	PVRL1_HUMAN		CPI-SS02E314589	0.161857342	0.4439623571
NECTIN1	Q15223	False	PVRL1_HUMAN		CPI-SS02C29C238	0.161857342	0.4439623571
PTPRR	Q15256	False	PTPRR_HUMAN		CPI-SS0CC898553	0.1993587565	0.0570984778
XPR1	Q9UBH6	False	XPR1_HUMAN		CPI-SS098F416C1	1.5482436689	0.6898412074
