gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	Microglia	Oligo
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS082ABF1EA	0.082877857	0.0562763758
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS0BFD8E056	0.082877857	0.0562763758
EPHA1	P21709	False	EPHA1_HUMAN		CPI-SS01A8F745A	0.0	0.0426800519
EPHA3	P29320	False	EPHA3_HUMAN		CPI-SS0AB0604B5	0.2453305497	0.1666636964
EPHA8	P29322	False	EPHA8_HUMAN		CPI-SS0DF162C10	0.0	0.0113385113
NGF	P01138	False	NGF_HUMAN		CPI-SS0EDD4928A	0.0734709665	0.0717916508
TTR	P02766	False	TTHY_HUMAN		CPI-SS08B85996F	8.041335299	7.0716015691
TTR	P02766	False	TTHY_HUMAN		CPI-SS00D3CD86E	8.041335299	7.0716015691
TTR	P02766	False	TTHY_HUMAN		CPI-SS06006F870	8.041335299	7.0716015691
GPR37	O15354	False	GPR37_HUMAN		CPI-SS0AB647854	0.1654143516	1.0078674339
GPR37L1	O60883	False	ETBR2_HUMAN		CPI-SS082900482	0.2288014077	0.1661048947
GRIN2D	O15399	False	NMDE4_HUMAN		CPI-SS0A915097A	0.0632439064	0.042611224
GRIN2A	Q12879	False	NMDE1_HUMAN		CPI-SS070B0E458	1.6746859465	0.9854465916
GRIN2B	Q13224	False	NMDE2_HUMAN		CPI-SS0D529E576	3.375472964	1.5244092138
CSF1	P09603	False	CSF1_HUMAN		CPI-SS068C129D6	0.0648609381	0.3645633018
CSF1	P09603	False	CSF1_HUMAN		CPI-SS086615F9B	0.0648609381	0.3645633018
HCRT	O43612	False	OREX_HUMAN		CPI-SS02461AE98	0.0	0.0202880909
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS0B9B3870A	0.0897052759	0.1732240124
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS02371A6D6	0.0897052759	0.1732240124
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS0C694CB44	0.0897052759	0.1732240124
PLXNC1	O60486	False	PLXC1_HUMAN		CPI-SS02B567BC7	0.208713403	0.0709752481
FZD7	O75084	False	FZD7_HUMAN		CPI-SS070C51D94	0.0	0.0314949796
LRP5	O75197	False	LRP5_HUMAN		CPI-SS0A4EE6FE1	1.1628821028	0.0312532031
LGR5	O75473	False	LGR5_HUMAN		CPI-SS0FC0CA5ED	0.0639483509	0.0
LGR5	O75473	False	LGR5_HUMAN		CPI-SS0DCA749B0	0.0639483509	0.0
LGR4	Q9BXB1	False	LGR4_HUMAN		CPI-SS0A874F65F	0.1111000011	0.8259815949
LRP6	O75581	False	LRP6_HUMAN		CPI-SS05B1FA8A8	1.5398008158	0.6399657167
NTF3	P20783	False	NTF3_HUMAN		CPI-SS05162C56B	0.08243367	0.1200566155
COPA	P53621	False	COPA_HUMAN		CPI-SS065F7DA2A	1.2524234602	0.926789858
NAMPT	P43490	False	NAMPT_HUMAN		CPI-SS09A3FA737	0.4495927129	0.410897149
ADORA2A	P29274	False	AA2AR_HUMAN		CPI-SS03E273233	0.0	0.0160687744
ADORA2B	P29275	False	AA2BR_HUMAN		CPI-SS079728E8B	0.0853497205	0.0301112676
ADORA1	P30542	False	AA1R_HUMAN		CPI-SS03E7587E4	0.2074904919	0.4505017331
TSHB	P01222	False	TSHB_HUMAN		CPI-SS0C7833961	0.0	0.1332871359
PTHLH	P12272	False	PTHR_HUMAN		CPI-SS0483CE4ED	0.0567231062	0.0
RLN1	P04808	False	REL1_HUMAN		CPI-SS0FAE75A75	0.048628435	0.015342718
TNFSF9	P41273	False	TNFL9_HUMAN		CPI-SS0431D2256	0.0	0.0332738571
IL6	P05231	False	IL6_HUMAN		CPI-SS0DC2A6D35	0.0627651907	0.0
PROS1	P07225	False	PROS_HUMAN		CPI-SS0C85BC9AF	2.320021795	0.1026617142
PROS1	P07225	False	PROS_HUMAN		CPI-SS09C4988F8	2.320021795	0.1026617142
CSF1R	P07333	False	CSF1R_HUMAN		CPI-SS0B01CF3AB	5.9269152142	0.0476977467
CSF1R	P07333	False	CSF1R_HUMAN		CPI-SS0DFA98A14	5.9269152142	0.0476977467
GRP	P07492	False	GRP_HUMAN		CPI-SS07AF9303D	0.4124721054	0.2351361692
CD55	P08174	False	DAF_HUMAN		CPI-SS061A7E099	0.0034798126	0.0
PTPRC	P08575	False	PTPRC_HUMAN		CPI-SS0822AEF5F	2.6506591054	0.0
MET	P08581	False	MET_HUMAN		CPI-SS07F60834D	0.0	0.0220567963
PDGFRB	P09619	False	PGFRB_HUMAN		CPI-SS0D954EA1C	0.0	0.0202244919
ALOX5	P09917	False	LOX5_HUMAN		CPI-SS080611C5B	0.1972183123	0.0272855782
NPS	P0C0P6	False	NPS_HUMAN		CPI-SS0270A2CA9	0.0	0.0112299615
CD28	P10747	False	CD28_HUMAN		CPI-SS07327E587	0.1300542315	0.0
CTLA4	P16410	False	CTLA4_HUMAN		CPI-SS0320FFAFC	0.0317538946	0.0198817039
CD28	P10747	False	CD28_HUMAN		CPI-SS077D7365D	0.1300542315	0.0
CTLA4	P16410	False	CTLA4_HUMAN		CPI-SS0B0E09B1C	0.0317538946	0.0198817039
NPR1	P16066	False	ANPRA_HUMAN		CPI-SS0A1864A37	0.0	0.041109595
NPR3	P17342	False	ANPRC_HUMAN		CPI-SS0EB4002A2	0.0249247273	0.0665227064
NPR2	P20594	False	ANPRB_HUMAN		CPI-SS06B94F144	0.0342294606	0.0577184065
SPN	P16150	False	LEUK_HUMAN		CPI-SS02A170A99	0.0468810066	0.0
PDGFRA	P16234	False	PGFRA_HUMAN		CPI-SS03CC15FF3	0.0824599771	0.0307264945
FLT4	P35916	False	VGFR3_HUMAN		CPI-SS03A3EE72E	0.0	0.0181479969
FLT4	P35916	False	VGFR3_HUMAN		CPI-SS0F972435E	0.0	0.0181479969
KDR	P35968	False	VGFR2_HUMAN		CPI-SS0273C9AED	0.0211790818	0.0178337295
PECAM1	P16284	False	PECA1_HUMAN		CPI-SS0E0DEA7D5	0.2492207303	0.0205551617
TRH	P20396	False	TRH_HUMAN		CPI-SS00F69C501	0.0	0.0107526882
C5AR1	P21730	False	C5AR1_HUMAN		CPI-SS01946BE5C	0.618253595	0.0
FPR3	P25089	False	FPR3_HUMAN		CPI-SS0D2539AEB	0.0	0.0247188234
TNFRSF8	P28908	False	TNR8_HUMAN		CPI-SS0412C803A	0.0437795786	0.0
CD6	P30203	False	CD6_HUMAN		CPI-SS08991B378	0.0707939542	0.0
AXL	P30530	False	UFO_HUMAN		CPI-SS0D0252D87	0.0876431871	0.0
IL15	P40933	False	IL15_HUMAN		CPI-SS077B160B9	0.9480385455	0.0
AXL	P30530	False	UFO_HUMAN		CPI-SS03A4F7DC8	0.0876431871	0.0
TYRO3	Q06418	False	TYRO3_HUMAN		CPI-SS085195142	0.2562124584	0.7652026597
MERTK	Q12866	False	MERTK_HUMAN		CPI-SS0415CC75D	18.6029628338	0.0280826905
SSTR1	P30872	False	SSR1_HUMAN		CPI-SS00C069DCB	0.1861647582	0.0
NTSR1	P30989	False	NTR1_HUMAN		CPI-SS083319328	0.0201687723	0.0
BMP8B	P34820	False	BMP8B_HUMAN		CPI-SS0E5593D5C	0.0334275992	0.0338379582
LTBR	P36941	False	TNR3_HUMAN		CPI-SS06CBC985C	0.0355901017	0.0057093919
GPR1	P46091	False	GPR1_HUMAN		CPI-SS04CD88411	0.0	0.0123712616
CMKLR1	Q99788	False	CML1_HUMAN		CPI-SS07D56EB05	0.9282989747	0.0
NPBWR1	P48145	False	NPBW1_HUMAN		CPI-SS0D5E1C3D2	0.0	0.0153609831
CX3CR1	P49238	False	CX3C1_HUMAN		CPI-SS032E9A219	8.3103376194	0.1737999028
ACKR1	Q16570	False	ACKR1_HUMAN		CPI-SS0974EB232	0.095259636	0.0261342293
DSG2	Q14126	False	DSG2_HUMAN		CPI-SS0B6F0C894	0.0	0.019461879
TEK	Q02763	False	TIE2_HUMAN		CPI-SS0B337B316	0.0	0.1120323599
TEK	Q02763	False	TIE2_HUMAN		CPI-SS00BBA318F	0.0	0.1120323599
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS09D5B5F9C	3.0881673469	0.1249634791
SEMA5A	Q13591	False	SEM5A_HUMAN		CPI-SS0D00AAD2F	0.4031396902	0.1922686562
IL16	Q14005	False	IL16_HUMAN		CPI-SS0893BD6B6	0.4869253016	0.0488711324
GPR19	Q15760	False	GPR19_HUMAN		CPI-SS07DFEBFA8	0.1218489333	0.1654578397
CXCL17	Q6UXB2	False	VCC1_HUMAN		CPI-SS08C995EB4	0.1359661599	0.1040475742
EDA	Q92838	False	EDA_HUMAN		CPI-SS00797FD15	0.0069596251	0.0
ESAM	Q96AP7	False	ESAM_HUMAN		CPI-SS04C672963	0.0	0.0105418511
TNFSF9	P41273	False	TNFL9_HUMAN		CPI-SS00A8596B5	0.0	0.0332738571
TIGIT	Q495A1	False	TIGIT_HUMAN		CPI-SS00561BBD7	0.0	0.0087361041
NECTIN3	Q9NQS3	False	PVRL3_HUMAN		CPI-SS0F1A060D4	0.0733348929	0.2846472277
NECTIN3	Q9NQS3	False	PVRL3_HUMAN		CPI-SS00550260E	0.0733348929	0.2846472277
NECTIN3	Q9NQS3	False	PVRL3_HUMAN		CPI-SS0B990492C	0.0733348929	0.2846472277
NECTIN3	Q9NQS3	False	PVRL3_HUMAN		CPI-SS0C5E9FBFB	0.0733348929	0.2846472277
NECTIN3	Q9NQS3	False	PVRL3_HUMAN		CPI-SS03859E16F	0.0733348929	0.2846472277
NECTIN3	Q9NQS3	False	PVRL3_HUMAN		CPI-SS02FBD007E	0.0733348929	0.2846472277
CADM1	Q9BY67	False	CADM1_HUMAN		CPI-SS09C06644C	3.7827231208	3.3510022692
CADM4	Q8NFZ8	False	CADM4_HUMAN		CPI-SS02D18D12B	0.3256701896	0.5956064356
EPB41L1	Q9H4G0	False	E41L1_HUMAN		CPI-SS0B3829651	0.3213552529	0.545822388
CADM3	Q8N126	False	CADM3_HUMAN		CPI-SS00661A3A4	0.2707373813	0.2097568871
NECTIN4	Q96NY8	False	PVRL4_HUMAN		CPI-SS01E0F2D2C	0.0988895743	0.0
NECTIN2	Q92692	False	PVRL2_HUMAN		CPI-SS0A5DF05C0	0.1185372472	0.0113186191
CD44	P16070	False	CD44_HUMAN		CPI-SS02AB0C3E0	0.0	0.0673622999
CD44	P16070	False	CD44_HUMAN		CPI-SS0703338F5	0.0	0.0673622999
CD44	P16070	False	CD44_HUMAN		CPI-SS03722104E	0.0	0.0673622999
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS0D9366D11	0.0034798126	0.0096077631
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS066347638	0.0034798126	0.0096077631
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS0755A26DD	0.2365214677	0.111343004
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS03189F5F6	0.2365214677	0.111343004
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS04A97448D	5.315174041	17.9682041223
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS06B86672A	5.315174041	17.9682041223
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS02FEAF02E	5.315174041	17.9682041223
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0AECC113F	5.315174041	17.9682041223
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0DC322B61	5.315174041	17.9682041223
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0348DB5E3	5.315174041	17.9682041223
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS015819E65	0.0362110234	0.0363035894
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS076D8A297	0.0362110234	0.0363035894
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS0BF3ED143	0.0362110234	0.0363035894
PTGER4	P35408	False	PE2R4_HUMAN		CPI-SS0C1BD22BC	0.1667615455	0.1435548549
TGFBR3	Q03167	False	TGBR3_HUMAN		CPI-SS068C742A1	0.1695408166	0.2487237637
TGFBR3	Q03167	False	TGBR3_HUMAN		CPI-SS085EE60B1	0.1695408166	0.2487237637
TGFBR3	Q03167	False	TGBR3_HUMAN		CPI-SS0FB37E079	0.1695408166	0.2487237637
TGFBR3	Q03167	False	TGBR3_HUMAN		CPI-SS0D46E2B45	0.1695408166	0.2487237637
TGFBR3	Q03167	False	TGBR3_HUMAN		CPI-SS0178F5C45	0.1695408166	0.2487237637
JAM3	Q9BX67	False	JAM3_HUMAN		CPI-SS087B53ABF	0.4682036296	3.8286432188
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS055E061C9	0.4777315186	0.2199287851
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS02904BE32	0.4777315186	0.2199287851
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS033CB0BB2	0.4777315186	0.2199287851
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS0E2431C09	0.4777315186	0.2199287851
CD274	Q9NZQ7	False	PD1L1_HUMAN		CPI-SS016EE0084	0.1622663664	0.0
CD274	Q9NZQ7	False	PD1L1_HUMAN		CPI-SS08F13AD5C	0.1622663664	0.0
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS0B02DE712	1.4897845384	0.4145809936
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS09375CA29	1.4897845384	0.4145809936
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS00A953C3A	1.4897845384	0.4145809936
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS0BF9FA3F2	1.4897845384	0.4145809936
EGF	P01133	False	EGF_HUMAN		CPI-SS0F4D30D5A	0.0	0.0180654393
TGFA	P01135	False	TGFA_HUMAN		CPI-SS0E25CE362	0.6351354111	0.7477691627
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SS0055264F3	1.6608128053	0.0137122485
MIF	P14174	False	MIF_HUMAN		CPI-SS00EDDD458	0.4252007322	0.4149983203
MIF	P14174	False	MIF_HUMAN		CPI-SS0ABC5C1B8	0.4252007322	0.4149983203
GRN	P28799	False	GRN_HUMAN		CPI-SS08CA619FE	0.4026819289	0.1869116034
GRN	P28799	False	GRN_HUMAN		CPI-SS0DA033F03	0.4026819289	0.1869116034
GRN	P28799	False	GRN_HUMAN		CPI-SS0C4E86714	0.4026819289	0.1869116034
BTC	P35070	False	BTC_HUMAN		CPI-SS0A19E9C34	0.0	0.0437247848
BTC	P35070	False	BTC_HUMAN		CPI-SS06BC4D123	0.0	0.0437247848
COPA	P53621	False	COPA_HUMAN		CPI-SS088A0A760	1.2524234602	0.926789858
COPA	P53621	False	COPA_HUMAN		CPI-SS0302E8E8F	1.2524234602	0.926789858
TNFSF13B	Q9Y275	False	TN13B_HUMAN		CPI-SS03C51D352	0.2777491366	0.0125178657
TNFSF13B	Q9Y275	False	TN13B_HUMAN		CPI-SS03133B4F2	0.2777491366	0.0125178657
TNFSF13B	Q9Y275	False	TN13B_HUMAN		CPI-SS0E2863F09	0.2777491366	0.0125178657
TNFSF13B	Q9Y275	False	TN13B_HUMAN		CPI-SS09648FAA9	0.2777491366	0.0125178657
APP	P05067	False	A4_HUMAN		CPI-SS09808DEAE	2.6466500114	11.8226227493
SPN	P16150	False	LEUK_HUMAN		CPI-SS09C4FCB90	0.0468810066	0.0
NTF3	P20783	False	NTF3_HUMAN		CPI-SS0ADA587B4	0.08243367	0.1200566155
NAMPT	P43490	False	NAMPT_HUMAN		CPI-SS00A6D366F	0.4495927129	0.410897149
NRG4	Q8WWG1	False	NRG4_HUMAN		CPI-SS074CF011C	0.1050667448	0.0
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS0DE0A486F	0.0897052759	0.1732240124
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS0E00478B4	0.0897052759	0.1732240124
PGF	P49763	False	PLGF_HUMAN		CPI-SS0855C0353	0.0431997166	0.0396821371
PGF	P49763	False	PLGF_HUMAN		CPI-SS0D22A09AD	0.0431997166	0.0396821371
PGF	P49763	False	PLGF_HUMAN		CPI-SS0E61DB5DF	0.0431997166	0.0396821371
VEGFB	P49765	False	VEGFB_HUMAN		CPI-SS033E6DE7E	0.4270374488	0.3000918817
VEGFB	P49765	False	VEGFB_HUMAN		CPI-SS0947A8549	0.4270374488	0.3000918817
VEGFB	P49765	False	VEGFB_HUMAN		CPI-SS098425155	0.4270374488	0.3000918817
SEMA3A	Q14563	False	SEM3A_HUMAN		CPI-SS08083B141	0.1018793022	0.0
SEMA3C	Q99985	False	SEM3C_HUMAN		CPI-SS0241A1F57	0.0379568582	0.0171671865
VSIR	Q9H7M9	False	GI24_HUMAN		CPI-SS03FA58286	3.1411875531	0.0
CCKBR	P32239	False	GASR_HUMAN		CPI-SS00AD71822	0.0	0.0517788316
CCR5	P51681	False	CCR5_HUMAN		CPI-SS0B01D306C	2.5867836546	0.0124789418
SLC7A1	P30825	False	CTR1_HUMAN		CPI-SS03105D292	0.2383613747	0.0061037019
IGF1R	P08069	False	IGF1R_HUMAN		CPI-SS0E41702C1	1.9300269499	3.1824047559
NTRK2	Q16620	False	NTRK2_HUMAN		CPI-SS0BA601DC4	1.0075149887	0.7085080658
NTRK2	Q16620	False	NTRK2_HUMAN		CPI-SS093E05DD4	1.0075149887	0.7085080658
SORT1	Q99523	False	SORT_HUMAN		CPI-SS09A36B221	2.3511250937	2.8416388689
SORT1	Q99523	False	SORT_HUMAN		CPI-SS07CCAD9BF	2.3511250937	2.8416388689
SORT1	Q99523	False	SORT_HUMAN		CPI-SS04F3A1E5C	2.3511250937	2.8416388689
F11R	Q9Y624	False	JAM1_HUMAN		CPI-SS03F0B666C	1.4437456311	0.0157478167
CD200R1	Q8TD46	False	MO2R1_HUMAN		CPI-SS0A9E884E0	0.993333744	0.0
CLEC2D	Q9UHP7	False	CLC2D_HUMAN		CPI-SS02A0FF87F	0.155213588	0.0
DAG1	Q14118	False	DAG1_HUMAN		CPI-SS0F8EFEECF	0.3843001711	0.2451920666
DAG1	Q14118	False	DAG1_HUMAN		CPI-SS0BD9F32BA	0.3843001711	0.2451920666
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS02EBC1BB0	0.2467823783	0.0077172403
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS04A5D6B6F	0.2467823783	0.0077172403
SEMA4C	Q9C0C4	False	SEM4C_HUMAN		CPI-SS0B81F1BF5	0.0777112539	0.054913995
SEMA4C	Q9C0C4	False	SEM4C_HUMAN		CPI-SS0AB21032D	0.0777112539	0.054913995
FLT4	P35916	False	VGFR3_HUMAN		CPI-SS09C917D22	0.0	0.0181479969
FLT4	P35916	False	VGFR3_HUMAN		CPI-SS0D883FFF1	0.0	0.0181479969
ICOS	Q9Y6W8	False	ICOS_HUMAN		CPI-SS03B8E2D7A	0.0831732249	0.0
TNFRSF1A	P19438	False	TNR1A_HUMAN		CPI-SS04B4619D0	0.1590441522	0.0145470415
FAS	P25445	False	TNR6_HUMAN		CPI-SS08B7D54A3	0.0	0.0135966552
TNFRSF1B	P20333	False	TNR1B_HUMAN		CPI-SS0E7D5974D	0.8197023176	0.0
RIPK1	Q13546	False	RIPK1_HUMAN		CPI-SS048A2311A	0.4994541007	0.2738197189
RIPK1	Q13546	False	RIPK1_HUMAN		CPI-SS0DEDA3567	0.4994541007	0.2738197189
PTPRS	Q13332	False	PTPRS_HUMAN		CPI-SS0FBC9234C	1.0635143396	0.397421297
PTPRS	Q13332	False	PTPRS_HUMAN		CPI-SS00F4DDF4B	1.0635143396	0.397421297
CELSR2	Q9HCU4	False	CELR2_HUMAN		CPI-SS034B442CE	0.3042534876	0.3047301388
CXCL12	P48061	False	SDF1_HUMAN		CPI-SS0DBA4D668	0.0301998019	0.0474522969
CXCL12	P48061	False	SDF1_HUMAN		CPI-SS07155793F	0.0301998019	0.0474522969
BDNF	P23560	False	BDNF_HUMAN		CPI-SS0A93C11C8	0.6030151004	0.2749411739
BDNF	P23560	False	BDNF_HUMAN		CPI-SS01BCB9360	0.6030151004	0.2749411739
DLL3	Q9NYJ7	False	DLL3_HUMAN		CPI-SS003C9A532	0.0473182388	0.0293741137
DLL3	Q9NYJ7	False	DLL3_HUMAN		CPI-SS0607D1101	0.0473182388	0.0293741137
DLL3	Q9NYJ7	False	DLL3_HUMAN		CPI-SS09D379E5B	0.0473182388	0.0293741137
JAG2	Q9Y219	False	JAG2_HUMAN		CPI-SS02770D68F	0.1611151506	0.0193162063
JAG2	Q9Y219	False	JAG2_HUMAN		CPI-SS08C3D27F7	0.1611151506	0.0193162063
JAG2	Q9Y219	False	JAG2_HUMAN		CPI-SS05FEE05CB	0.1611151506	0.0193162063
WNT4	P56705	False	WNT4_HUMAN		CPI-SS0B42AD9EF	0.1600466915	0.0602830208
WNT4	P56705	False	WNT4_HUMAN		CPI-SS0FA326344	0.1600466915	0.0602830208
JAG1	P78504	False	JAG1_HUMAN		CPI-SS0B87FE6E0	0.0431997166	0.0
JAG1	P78504	False	JAG1_HUMAN		CPI-SS01A07768A	0.0431997166	0.0
NOV	P48745	False	NOV_HUMAN		CPI-SS0E5AF12B6	0.3760869833	0.1652668002
DLK1	P80370	False	DLK1_HUMAN		CPI-SS0A34EE366	0.0	0.0189474681
WNT7A	O00755	False	WNT7A_HUMAN		CPI-SS030EDC420	0.0	0.0127125377
WNT1	P04628	False	WNT1_HUMAN		CPI-SS05C2D0200	0.0034798126	0.0
WNT2	P09544	False	WNT2_HUMAN		CPI-SS09FF3A1EA	0.0452100005	0.0126904202
CCR1	P32246	False	CCR1_HUMAN		CPI-SS0A021DB6E	0.0484221638	0.0
ACKR1	Q16570	False	ACKR1_HUMAN		CPI-SS05B7D3407	0.095259636	0.0261342293
ACKR1	Q16570	False	ACKR1_HUMAN		CPI-SS03821C2C6	0.095259636	0.0261342293
ACKR4	Q9NPB9	False	ACKR4_HUMAN		CPI-SS0F3BF2B34	0.3205253469	0.0931838249
ACKR4	Q9NPB9	False	ACKR4_HUMAN		CPI-SS0CCD89E02	0.3205253469	0.0931838249
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0AEC33FF1	0.0	0.0105075129
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0F9BBC31B	0.0	0.0105075129
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0D377BBBF	0.0	0.0105075129
CCR9	P51686	False	CCR9_HUMAN		CPI-SS039863E62	0.0201687723	0.1586037954
VIPR1	P32241	False	VIPR1_HUMAN		CPI-SS0C8A09915	0.2498504357	0.0231172012
VIPR1	P32241	False	VIPR1_HUMAN		CPI-SS062DED513	0.2498504357	0.0231172012
VIPR1	P32241	False	VIPR1_HUMAN		CPI-SS003AFD9BA	0.2498504357	0.0231172012
NPR3	P17342	False	ANPRC_HUMAN		CPI-SS04A7BCE8D	0.0249247273	0.0665227064
NPR2	P20594	False	ANPRB_HUMAN		CPI-SS0230EE330	0.0342294606	0.0577184065
ADCYAP1R1	P41586	False	PACR_HUMAN		CPI-SS0133239EA	0.1034560289	0.1116965524
MET	P08581	False	MET_HUMAN		CPI-SS0BC7CD11B	0.0	0.0220567963
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS0419B80C4	3.0881673469	0.1249634791
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS02928C71A	3.0881673469	0.1249634791
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS006C6537E	3.0881673469	0.1249634791
CD47	Q08722	False	CD47_HUMAN		CPI-SS014958F32	1.3987188553	1.2427326048
CD47	Q08722	False	CD47_HUMAN		CPI-SS0339AE950	1.3987188553	1.2427326048
PTPRK	Q15262	False	PTPRK_HUMAN		CPI-SS0A9FB762A	1.0880057694	12.4867964442
PTPRK	Q15262	False	PTPRK_HUMAN		CPI-SS0472C478C	1.0880057694	12.4867964442
SLC1A5	Q15758	False	AAAT_HUMAN		CPI-SS002DF6C31	0.0906916451	0.0533695629
COLEC12	Q5KU26	False	COL12_HUMAN		CPI-SS08877A081	0.4608294195	0.0168588195
HAVCR2	Q8TDQ0	False	HAVR2_HUMAN		CPI-SS0E23CEB91	2.0076930995	0.0226909748
SORL1	Q92673	False	SORL_HUMAN		CPI-SS09C52F54E	0.7341033787	0.6142695055
SORL1	Q92673	False	SORL_HUMAN		CPI-SS083CBFACD	0.7341033787	0.6142695055
SORL1	Q92673	False	SORL_HUMAN		CPI-SS0D3C90DDA	0.7341033787	0.6142695055
MRC2	Q9UBG0	False	MRC2_HUMAN		CPI-SS048346C2B	0.2262752225	0.017067759
PDGFRB	P09619	False	PGFRB_HUMAN		CPI-SS05A26A1DE	0.0	0.0202244919
PDGFRA	P16234	False	PGFRA_HUMAN		CPI-SS0FEEB187C	0.0824599771	0.0307264945
PDGFRA	P16234	False	PGFRA_HUMAN		CPI-SS0B70EB09E	0.0824599771	0.0307264945
ADGRV1	Q8WXG9	False	GPR98_HUMAN		CPI-SS0CB4F2FE4	0.0342294606	1.4000004705
PTPRZ1	P23471	False	PTPRZ_HUMAN		CPI-SS027E12A36	0.1377951519	0.2671930124
PTPRZ1	P23471	False	PTPRZ_HUMAN		CPI-SS04E690D72	0.1377951519	0.2671930124
ALK	Q9UM73	False	ALK_HUMAN		CPI-SS012AFC842	0.0	0.084585876
ALK	Q9UM73	False	ALK_HUMAN		CPI-SS05D7900BF	0.0	0.084585876
FZD8	Q9H461	False	FZD8_HUMAN		CPI-SS0193C3064	0.0686648127	0.0153792918
FZD8	Q9H461	False	FZD8_HUMAN		CPI-SS0D782F60B	0.0686648127	0.0153792918
FZD1	Q9UP38	False	FZD1_HUMAN		CPI-SS0DC5ADBF1	0.1138136751	0.0
FZD1	Q9UP38	False	FZD1_HUMAN		CPI-SS0CA020C34	0.1138136751	0.0
FZD1	Q9UP38	False	FZD1_HUMAN		CPI-SS0E4DE8215	0.1138136751	0.0
FZD1	Q9UP38	False	FZD1_HUMAN		CPI-SS0E7523314	0.1138136751	0.0
FZD1	Q9UP38	False	FZD1_HUMAN		CPI-SS0D81C6C1D	0.1138136751	0.0
FZD2	Q14332	False	FZD2_HUMAN		CPI-SS02C418D99	0.0	0.0100025006
EPHA7	Q15375	False	EPHA7_HUMAN		CPI-SS01DCC7684	0.3702901939	0.420463791
EPHA7	Q15375	False	EPHA7_HUMAN		CPI-SS03E450F99	0.3702901939	0.420463791
EPHA7	Q15375	False	EPHA7_HUMAN		CPI-SS0D5DBB634	0.3702901939	0.420463791
EPHA7	Q15375	False	EPHA7_HUMAN		CPI-SS028688B7B	0.3702901939	0.420463791
ANTXR1	Q9H6X2	False	ANTR1_HUMAN		CPI-SS0331C5A49	0.0295738993	0.3426211652
FZD3	Q9NPG1	False	FZD3_HUMAN		CPI-SS014B0FCD2	0.243722176	0.2231107979
FZD3	Q9NPG1	False	FZD3_HUMAN		CPI-SS0F26BB901	0.243722176	0.2231107979
FGF5	P12034	False	FGF5_HUMAN		CPI-SS0E0BCE16F	0.0468810066	0.0
NCAM1	P13591	False	NCAM1_HUMAN		CPI-SS039799099	1.9056046991	14.1069948199
FGF9	P31371	False	FGF9_HUMAN		CPI-SS038E93B77	0.1562285066	0.0225975934
FGF9	P31371	False	FGF9_HUMAN		CPI-SS0907A7598	0.1562285066	0.0225975934
FGF9	P31371	False	FGF9_HUMAN		CPI-SS0649EA05F	0.1562285066	0.0225975934
FGF9	P31371	False	FGF9_HUMAN		CPI-SS07A9A501C	0.1562285066	0.0225975934
FGF23	Q9GZV9	False	FGF23_HUMAN		CPI-SS07A0F4D73	0.0	0.0179961308
FGF23	Q9GZV9	False	FGF23_HUMAN		CPI-SS01D785DBA	0.0	0.0179961308
FGF23	Q9GZV9	False	FGF23_HUMAN		CPI-SS0883B7EE4	0.0	0.0179961308
