gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	Microglia	Oligo
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS0BFD8E056	0.0259591921	0.0567508778
EPHA1	P21709	False	EPHA1_HUMAN		CPI-SS01A8F745A	0.0	0.0077065767
EPHA2	P29317	False	EPHA2_HUMAN		CPI-SS07BECB892	0.0497011544	0.0
EPHA3	P29320	False	EPHA3_HUMAN		CPI-SS0AB0604B5	0.2071579669	0.0960003833
TTR	P02766	False	TTHY_HUMAN		CPI-SS00D3CD86E	9.5081590371	9.6260876884
TTR	P02766	False	TTHY_HUMAN		CPI-SS06006F870	9.5081590371	9.6260876884
GPR37	O15354	False	GPR37_HUMAN		CPI-SS0AB647854	0.2685929213	1.0541645213
GPR37L1	O60883	False	ETBR2_HUMAN		CPI-SS082900482	0.2146224087	0.2709569388
GRIN2D	O15399	False	NMDE4_HUMAN		CPI-SS0A915097A	0.0777864378	0.0555179259
GRIN2A	Q12879	False	NMDE1_HUMAN		CPI-SS070B0E458	0.9323257948	0.7019478043
GRIN2B	Q13224	False	NMDE2_HUMAN		CPI-SS0D529E576	1.8603956664	1.4706190564
CSF1	P09603	False	CSF1_HUMAN		CPI-SS068C129D6	0.934417155	1.1321272331
CSF1	P09603	False	CSF1_HUMAN		CPI-SS086615F9B	0.934417155	1.1321272331
PTGER3	P43115	False	PE2R3_HUMAN		CPI-SS043E0F61D	0.0231698162	0.0174586797
ACE2	Q9BYF1	False	ACE2_HUMAN		CPI-SS085C150CE	0.0	0.0087896015
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS0B9B3870A	0.0354542963	0.0928907333
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS02371A6D6	0.0354542963	0.0928907333
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS0C694CB44	0.0354542963	0.0928907333
PLXNC1	O60486	False	PLXC1_HUMAN		CPI-SS02B567BC7	0.1444435113	0.0815412801
FZD7	O75084	False	FZD7_HUMAN		CPI-SS070C51D94	0.0	0.0876438129
LRP5	O75197	False	LRP5_HUMAN		CPI-SS0A4EE6FE1	1.0473762117	0.0182959259
LGR5	O75473	False	LGR5_HUMAN		CPI-SS0F102AAC5	0.0402074705	0.0193333101
LGR5	O75473	False	LGR5_HUMAN		CPI-SS0FC0CA5ED	0.0402074705	0.0193333101
LGR5	O75473	False	LGR5_HUMAN		CPI-SS0DCA749B0	0.0402074705	0.0193333101
LGR4	Q9BXB1	False	LGR4_HUMAN		CPI-SS0A874F65F	0.0390905534	0.5201933906
LRP6	O75581	False	LRP6_HUMAN		CPI-SS05B1FA8A8	1.5619900911	0.4971273255
NTF3	P20783	False	NTF3_HUMAN		CPI-SS05162C56B	0.2050605119	0.076580341
COPA	P53621	False	COPA_HUMAN		CPI-SS065F7DA2A	1.1380710904	0.7346259642
NAMPT	P43490	False	NAMPT_HUMAN		CPI-SS09A3FA737	0.5033952651	0.35819395
ADORA2A	P29274	False	AA2AR_HUMAN		CPI-SS03E273233	0.0173792447	0.0
ADORA1	P30542	False	AA1R_HUMAN		CPI-SS03E7587E4	0.084108052	0.5073279656
TSHB	P01222	False	TSHB_HUMAN		CPI-SS0C7833961	0.0119632966	0.2114309101
TG	P01266	False	THYG_HUMAN		CPI-SS01963C4CA	1.552008515	0.0
RLN1	P04808	False	REL1_HUMAN		CPI-SS0FAE75A75	0.0	0.0245866372
IL4	P05112	False	IL4_HUMAN		CPI-SS01AD399A0	0.0480898703	0.0
TNFSF9	P41273	False	TNFL9_HUMAN		CPI-SS0186F8AED	0.0343234505	0.0
NAMPT	P43490	False	NAMPT_HUMAN		CPI-SS0BCCDFA7A	0.5033952651	0.35819395
IL6	P05231	False	IL6_HUMAN		CPI-SS0DC2A6D35	0.2753547447	0.0
PROS1	P07225	False	PROS_HUMAN		CPI-SS0C85BC9AF	2.6780378751	0.3129035622
PROS1	P07225	False	PROS_HUMAN		CPI-SS09C4988F8	2.6780378751	0.3129035622
CSF1R	P07333	False	CSF1R_HUMAN		CPI-SS0B01CF3AB	4.9505327262	0.007915325
CSF1R	P07333	False	CSF1R_HUMAN		CPI-SS0DFA98A14	4.9505327262	0.007915325
PTPRC	P08575	False	PTPRC_HUMAN		CPI-SS0CBC7840D	5.4386271465	0.0303498119
PTPRC	P08575	False	PTPRC_HUMAN		CPI-SS0822AEF5F	5.4386271465	0.0303498119
ALOX5	P09917	False	LOX5_HUMAN		CPI-SS080611C5B	0.2384842106	0.0
CD28	P10747	False	CD28_HUMAN		CPI-SS07327E587	0.0173792447	0.0
CTLA4	P16410	False	CTLA4_HUMAN		CPI-SS0320FFAFC	0.0420408301	0.0
CD28	P10747	False	CD28_HUMAN		CPI-SS077D7365D	0.0173792447	0.0
CTLA4	P16410	False	CTLA4_HUMAN		CPI-SS0B0E09B1C	0.0420408301	0.0
SELP	P16109	False	LYAM3_HUMAN		CPI-SS015E1E2C6	0.0310545504	0.0213732757
SELP	P16109	False	LYAM3_HUMAN		CPI-SS02B7540B0	0.0310545504	0.0213732757
NPR1	P16066	False	ANPRA_HUMAN		CPI-SS0A1864A37	0.0390630635	0.0151834003
NPR3	P17342	False	ANPRC_HUMAN		CPI-SS0EB4002A2	0.0599509021	0.0340817288
NPR2	P20594	False	ANPRB_HUMAN		CPI-SS06B94F144	0.0	0.0181520488
SPN	P16150	False	LEUK_HUMAN		CPI-SS02A170A99	0.0086896223	0.0
PDGFRA	P16234	False	PGFRA_HUMAN		CPI-SS03CC15FF3	0.0083451835	0.1190963599
PECAM1	P16284	False	PECA1_HUMAN		CPI-SS0E0DEA7D5	0.1323901204	0.0393865018
C5AR1	P21730	False	C5AR1_HUMAN		CPI-SS01946BE5C	0.5581661479	0.0
CXCR2	P25025	False	CXCR2_HUMAN		CPI-SS087BD262F	0.0173510499	0.0
FPR3	P25089	False	FPR3_HUMAN		CPI-SS0D2539AEB	0.034951592	0.0466560858
CD6	P30203	False	CD6_HUMAN		CPI-SS08991B378	0.0086896223	0.0
AXL	P30530	False	UFO_HUMAN		CPI-SS0D0252D87	0.7944932512	0.0
IL15	P40933	False	IL15_HUMAN		CPI-SS077B160B9	0.9742716759	0.0
AXL	P30530	False	UFO_HUMAN		CPI-SS03A4F7DC8	0.7944932512	0.0
TYRO3	Q06418	False	TYRO3_HUMAN		CPI-SS085195142	0.0346552925	0.6236712131
MERTK	Q12866	False	MERTK_HUMAN		CPI-SS0415CC75D	16.5833644839	0.0771831988
SSTR1	P30872	False	SSR1_HUMAN		CPI-SS00C069DCB	0.0	0.0478178775
BMP8B	P34820	False	BMP8B_HUMAN		CPI-SS0E5593D5C	0.0838962184	0.0097352878
RYK	P34925	False	RYK_HUMAN		CPI-SS0A91954A0	0.2333437631	0.4720963491
LTBR	P36941	False	TNR3_HUMAN		CPI-SS06CBC985C	0.1309217551	0.026780301
THPO	P40225	False	TPO_HUMAN		CPI-SS0DC2DD9D7	0.0	0.0284968154
NPBWR1	P48145	False	NPBW1_HUMAN		CPI-SS0D5E1C3D2	0.0	0.0156499666
CX3CR1	P49238	False	CX3C1_HUMAN		CPI-SS032E9A219	7.1480432628	0.1990561832
ACKR1	Q16570	False	ACKR1_HUMAN		CPI-SS0974EB232	0.0613114911	0.0465474866
TEK	Q02763	False	TIE2_HUMAN		CPI-SS0B337B316	0.0314564328	0.0190063283
TEK	Q02763	False	TIE2_HUMAN		CPI-SS00BBA318F	0.0314564328	0.0190063283
SEMA5A	Q13591	False	SEM5A_HUMAN		CPI-SS0D00AAD2F	0.2398589633	0.2444518439
GPR19	Q15760	False	GPR19_HUMAN		CPI-SS07DFEBFA8	0.1912646213	0.2283715612
CXCL17	Q6UXB2	False	VCC1_HUMAN		CPI-SS08C995EB4	0.1768393178	0.2623770024
EDA	Q92838	False	EDA_HUMAN		CPI-SS00797FD15	0.1053511814	0.1481562024
TNFSF9	P41273	False	TNFL9_HUMAN		CPI-SS0FEC87269	0.0343234505	0.0
TNFSF9	P41273	False	TNFL9_HUMAN		CPI-SS00A8596B5	0.0343234505	0.0
WNT5B	Q9H1J7	False	WNT5B_HUMAN		CPI-SS044DF8749	0.1420141762	0.2230918248
CD96	P40200	False	TACT_HUMAN		CPI-SS0B84DAE3D	0.0526665432	0.0
CD226	Q15762	False	CD226_HUMAN		CPI-SS0A8627ED6	0.0727925831	0.0012696995
TIGIT	Q495A1	False	TIGIT_HUMAN		CPI-SS00561BBD7	0.0	0.0186848134
NECTIN3	Q9NQS3	False	PVRL3_HUMAN		CPI-SS0F1A060D4	0.2449806163	0.2712700388
NECTIN3	Q9NQS3	False	PVRL3_HUMAN		CPI-SS00550260E	0.2449806163	0.2712700388
NECTIN3	Q9NQS3	False	PVRL3_HUMAN		CPI-SS0B990492C	0.2449806163	0.2712700388
NECTIN3	Q9NQS3	False	PVRL3_HUMAN		CPI-SS0C5E9FBFB	0.2449806163	0.2712700388
NECTIN3	Q9NQS3	False	PVRL3_HUMAN		CPI-SS03859E16F	0.2449806163	0.2712700388
NECTIN3	Q9NQS3	False	PVRL3_HUMAN		CPI-SS02FBD007E	0.2449806163	0.2712700388
CADM1	Q9BY67	False	CADM1_HUMAN		CPI-SS09C06644C	9.4059985333	3.2487246404
CADM1	Q9BY67	False	CADM1_HUMAN		CPI-SS0C9696AAA	9.4059985333	3.2487246404
CADM4	Q8NFZ8	False	CADM4_HUMAN		CPI-SS02D18D12B	0.3905625581	0.5208161222
EPB41L1	Q9H4G0	False	E41L1_HUMAN		CPI-SS0B3829651	0.3236628788	0.4980758517
CADM3	Q8N126	False	CADM3_HUMAN		CPI-SS00661A3A4	0.3508937428	0.2840392304
NECTIN4	Q96NY8	False	PVRL4_HUMAN		CPI-SS01E0F2D2C	0.1454252964	0.0407746277
NECTIN2	Q92692	False	PVRL2_HUMAN		CPI-SS0A5DF05C0	0.1495887591	0.0359133508
NECTIN2	Q92692	False	PVRL2_HUMAN		CPI-SS06207F70E	0.1495887591	0.0359133508
CD44	P16070	False	CD44_HUMAN		CPI-SS03DA2A820	0.0130811976	0.0
CD44	P16070	False	CD44_HUMAN		CPI-SS02AB0C3E0	0.0130811976	0.0
CD44	P16070	False	CD44_HUMAN		CPI-SS0703338F5	0.0130811976	0.0
CD44	P16070	False	CD44_HUMAN		CPI-SS03722104E	0.0130811976	0.0
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS01F67987A	0.1805095435	0.148673182
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS0755A26DD	0.1805095435	0.148673182
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS0467AFD8A	0.1805095435	0.148673182
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS03189F5F6	0.1805095435	0.148673182
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS05A94DE17	5.1407023709	18.1892879467
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS04A97448D	5.1407023709	18.1892879467
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS06B86672A	5.1407023709	18.1892879467
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0330D939A	5.1407023709	18.1892879467
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0E928B8C8	5.1407023709	18.1892879467
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0AECC113F	5.1407023709	18.1892879467
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0735F5C3A	5.1407023709	18.1892879467
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0DC322B61	5.1407023709	18.1892879467
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0348DB5E3	5.1407023709	18.1892879467
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS0D636A374	0.0718075562	0.0476438146
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS015819E65	0.0718075562	0.0476438146
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS0BC9F7E9E	0.0718075562	0.0476438146
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS00E68BB92	0.0718075562	0.0476438146
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS0BF3ED143	0.0718075562	0.0476438146
FGFRL1	Q8N441	False	FGRL1_HUMAN		CPI-SS0CB6968B9	0.0441220593	0.0188827457
PTGER4	P35408	False	PE2R4_HUMAN		CPI-SS0C1BD22BC	0.2046419689	0.2656461183
TGFBR3	Q03167	False	TGBR3_HUMAN		CPI-SS068C742A1	0.0769781913	0.2828335815
TGFBR3	Q03167	False	TGBR3_HUMAN		CPI-SS085EE60B1	0.0769781913	0.2828335815
TGFBR3	Q03167	False	TGBR3_HUMAN		CPI-SS0FB37E079	0.0769781913	0.2828335815
TGFBR3	Q03167	False	TGBR3_HUMAN		CPI-SS0D46E2B45	0.0769781913	0.2828335815
TGFBR3	Q03167	False	TGBR3_HUMAN		CPI-SS0178F5C45	0.0769781913	0.2828335815
JAM3	Q9BX67	False	JAM3_HUMAN		CPI-SS087B53ABF	0.70648559	3.1435700433
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS055E061C9	0.5436461521	0.1229834614
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS02904BE32	0.5436461521	0.1229834614
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS033CB0BB2	0.5436461521	0.1229834614
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS0E2431C09	0.5436461521	0.1229834614
CD274	Q9NZQ7	False	PD1L1_HUMAN		CPI-SS016EE0084	0.5226613513	0.0
CD274	Q9NZQ7	False	PD1L1_HUMAN		CPI-SS08F13AD5C	0.5226613513	0.0
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS0B02DE712	0.6271459813	0.4837010539
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS09375CA29	0.6271459813	0.4837010539
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS00A953C3A	0.6271459813	0.4837010539
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS0BF9FA3F2	0.6271459813	0.4837010539
EGF	P01133	False	EGF_HUMAN		CPI-SS0F4D30D5A	0.1607567292	0.0487917011
TGFA	P01135	False	TGFA_HUMAN		CPI-SS0E25CE362	1.3777750509	0.5718041439
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SS0055264F3	1.156883141	0.0
MIF	P14174	False	MIF_HUMAN		CPI-SS00EDDD458	0.403501738	0.3132011795
MIF	P14174	False	MIF_HUMAN		CPI-SS0ABC5C1B8	0.403501738	0.3132011795
AREG	P15514	False	AREG_HUMAN		CPI-SS0481D83A4	0.090026828	0.0
AREG	P15514	False	AREG_HUMAN		CPI-SS0D4C221B8	0.090026828	0.0
GRN	P28799	False	GRN_HUMAN		CPI-SS08CA619FE	0.6503312614	0.1998950341
GRN	P28799	False	GRN_HUMAN		CPI-SS0DA033F03	0.6503312614	0.1998950341
GRN	P28799	False	GRN_HUMAN		CPI-SS0C4E86714	0.6503312614	0.1998950341
BTC	P35070	False	BTC_HUMAN		CPI-SS0A19E9C34	0.0	0.0278472489
BTC	P35070	False	BTC_HUMAN		CPI-SS06BC4D123	0.0	0.0278472489
COPA	P53621	False	COPA_HUMAN		CPI-SS088A0A760	1.1380710904	0.7346259642
COPA	P53621	False	COPA_HUMAN		CPI-SS0302E8E8F	1.1380710904	0.7346259642
HBEGF	Q99075	False	HBEGF_HUMAN		CPI-SS0C10824C7	0.0466631203	0.0241341324
HBEGF	Q99075	False	HBEGF_HUMAN		CPI-SS0632A027A	0.0466631203	0.0241341324
HBEGF	Q99075	False	HBEGF_HUMAN		CPI-SS03098AC28	0.0466631203	0.0241341324
TNFSF13B	Q9Y275	False	TN13B_HUMAN		CPI-SS03C51D352	0.3581055262	0.0110305148
TNFSF13B	Q9Y275	False	TN13B_HUMAN		CPI-SS03133B4F2	0.3581055262	0.0110305148
TNFSF13B	Q9Y275	False	TN13B_HUMAN		CPI-SS0F00D756A	0.3581055262	0.0110305148
TNFSF13B	Q9Y275	False	TN13B_HUMAN		CPI-SS0E2863F09	0.3581055262	0.0110305148
APP	P05067	False	A4_HUMAN		CPI-SS09808DEAE	4.0723843762	12.4870597332
SPN	P16150	False	LEUK_HUMAN		CPI-SS09C4FCB90	0.0086896223	0.0
ITGAL	P20701	False	ITAL_HUMAN		CPI-SS0E9A581F8	0.1190083922	0.0
NAMPT	P43490	False	NAMPT_HUMAN		CPI-SS00A6D366F	0.5033952651	0.35819395
NRG4	Q8WWG1	False	NRG4_HUMAN		CPI-SS074CF011C	0.04826348	0.0188030717
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS0DE0A486F	0.0354542963	0.0928907333
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS0E00478B4	0.0354542963	0.0928907333
PGF	P49763	False	PLGF_HUMAN		CPI-SS0855C0353	0.050071101	0.0280713574
PGF	P49763	False	PLGF_HUMAN		CPI-SS0D22A09AD	0.050071101	0.0280713574
PGF	P49763	False	PLGF_HUMAN		CPI-SS0E61DB5DF	0.050071101	0.0280713574
VEGFB	P49765	False	VEGFB_HUMAN		CPI-SS033E6DE7E	0.6432477108	0.2340349992
VEGFB	P49765	False	VEGFB_HUMAN		CPI-SS0947A8549	0.6432477108	0.2340349992
VEGFB	P49765	False	VEGFB_HUMAN		CPI-SS098425155	0.6432477108	0.2340349992
SEMA3A	Q14563	False	SEM3A_HUMAN		CPI-SS08083B141	0.0	0.008930517
SEMA3F	Q13275	False	SEM3F_HUMAN		CPI-SS0F15C1AB3	0.036981975	0.0
SEMA3C	Q99985	False	SEM3C_HUMAN		CPI-SS0241A1F57	0.1592358656	0.0185487117
CCKBR	P32239	False	GASR_HUMAN		CPI-SS00AD71822	0.0	0.0303151564
CCR5	P51681	False	CCR5_HUMAN		CPI-SS0D1D95883	1.2504091334	0.0
CCR5	P51681	False	CCR5_HUMAN		CPI-SS0C090A257	1.2504091334	0.0
CCR5	P51681	False	CCR5_HUMAN		CPI-SS0B01D306C	1.2504091334	0.0
SLC7A1	P30825	False	CTR1_HUMAN		CPI-SS0795802F6	0.1429592064	0.0
SLC7A1	P30825	False	CTR1_HUMAN		CPI-SS03105D292	0.1429592064	0.0
CNR2	P34972	False	CNR2_HUMAN		CPI-SS05BA6D9C3	0.2080955551	0.0213989339
IDE	P14735	False	IDE_HUMAN		CPI-SS076D8415B	0.2126988053	0.1377921439
IGF1R	P08069	False	IGF1R_HUMAN		CPI-SS0E41702C1	3.4949566518	2.7254269692
NTRK2	Q16620	False	NTRK2_HUMAN		CPI-SS0BA601DC4	0.4823862847	0.5352638606
NTRK2	Q16620	False	NTRK2_HUMAN		CPI-SS093E05DD4	0.4823862847	0.5352638606
SORT1	Q99523	False	SORT_HUMAN		CPI-SS09A36B221	2.0256466945	2.4572896131
SORT1	Q99523	False	SORT_HUMAN		CPI-SS07CCAD9BF	2.0256466945	2.4572896131
SORT1	Q99523	False	SORT_HUMAN		CPI-SS04F3A1E5C	2.0256466945	2.4572896131
F11R	Q9Y624	False	JAM1_HUMAN		CPI-SS03F0B666C	1.5680390019	0.0
CD200R1	Q8TD46	False	MO2R1_HUMAN		CPI-SS0A9E884E0	0.4944806473	0.0
CLEC2D	Q9UHP7	False	CLC2D_HUMAN		CPI-SS02A0FF87F	0.3126627664	0.0
DAG1	Q14118	False	DAG1_HUMAN		CPI-SS0BD9F32BA	0.4130798122	0.3312415685
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS04A5D6B6F	0.1319034377	0.044260807
SEMA4C	Q9C0C4	False	SEM4C_HUMAN		CPI-SS0AB21032D	0.0716486743	0.0109290692
RIPK1	Q13546	False	RIPK1_HUMAN		CPI-SS0DEDA3567	0.4587377801	0.3492887138
PTPRS	Q13332	False	PTPRS_HUMAN		CPI-SS00F4DDF4B	0.8283520004	0.472973414
CXCL12	P48061	False	SDF1_HUMAN		CPI-SS0DBA4D668	0.0	0.1622099164
CXCL12	P48061	False	SDF1_HUMAN		CPI-SS07155793F	0.0	0.1622099164
BDNF	P23560	False	BDNF_HUMAN		CPI-SS01BCB9360	0.2919147006	0.2206652917
JAG2	Q9Y219	False	JAG2_HUMAN		CPI-SS02770D68F	0.0321369807	0.0338241213
JAG2	Q9Y219	False	JAG2_HUMAN		CPI-SS08C3D27F7	0.0321369807	0.0338241213
JAG2	Q9Y219	False	JAG2_HUMAN		CPI-SS05FEE05CB	0.0321369807	0.0338241213
JAG2	Q9Y219	False	JAG2_HUMAN		CPI-SS0C4D54E39	0.0321369807	0.0338241213
WNT4	P56705	False	WNT4_HUMAN		CPI-SS0B42AD9EF	0.1612458739	0.0641397963
JAG1	P78504	False	JAG1_HUMAN		CPI-SS0B87FE6E0	0.0	0.0467005765
JAG1	P78504	False	JAG1_HUMAN		CPI-SS01A07768A	0.0	0.0467005765
NOV	P48745	False	NOV_HUMAN		CPI-SS0E5AF12B6	0.1847232388	0.1960024484
DLK1	P80370	False	DLK1_HUMAN		CPI-SS0A34EE366	0.0201795984	0.0371961288
WNT7A	O00755	False	WNT7A_HUMAN		CPI-SS030EDC420	0.0160684903	0.0292698061
CCR1	P32246	False	CCR1_HUMAN		CPI-SS08DA48A5A	0.0319832152	0.0
CCR1	P32246	False	CCR1_HUMAN		CPI-SS0A021DB6E	0.0319832152	0.0
ACKR1	Q16570	False	ACKR1_HUMAN		CPI-SS05B7D3407	0.0613114911	0.0465474866
ACKR1	Q16570	False	ACKR1_HUMAN		CPI-SS03821C2C6	0.0613114911	0.0465474866
ACKR1	Q16570	False	ACKR1_HUMAN		CPI-SS0ABF41CAA	0.0613114911	0.0465474866
ACKR1	Q16570	False	ACKR1_HUMAN		CPI-SS008700E67	0.0613114911	0.0465474866
ACKR4	Q9NPB9	False	ACKR4_HUMAN		CPI-SS0F3BF2B34	0.0303151564	0.07394324
ACKR4	Q9NPB9	False	ACKR4_HUMAN		CPI-SS0CCD89E02	0.0303151564	0.07394324
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0F9BBC31B	0.0513204758	0.0616013655
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0D377BBBF	0.0513204758	0.0616013655
CCR9	P51686	False	CCR9_HUMAN		CPI-SS039863E62	0.0220819572	0.0961238074
VIPR1	P32241	False	VIPR1_HUMAN		CPI-SS0C8A09915	0.0595921141	0.0
VIPR1	P32241	False	VIPR1_HUMAN		CPI-SS062DED513	0.0595921141	0.0
VIPR2	P41587	False	VIPR2_HUMAN		CPI-SS05B60E59C	0.0	0.0159725017
VIPR2	P41587	False	VIPR2_HUMAN		CPI-SS02CCE14A7	0.0	0.0159725017
NPR3	P17342	False	ANPRC_HUMAN		CPI-SS04A7BCE8D	0.0599509021	0.0340817288
NPR2	P20594	False	ANPRB_HUMAN		CPI-SS0230EE330	0.0	0.0181520488
ADCYAP1R1	P41586	False	PACR_HUMAN		CPI-SS0133239EA	0.2626342193	0.131815761
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS0419B80C4	2.6007857013	0.159064008
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS02928C71A	2.6007857013	0.159064008
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS006C6537E	2.6007857013	0.159064008
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS0984C2931	2.6007857013	0.159064008
CD47	Q08722	False	CD47_HUMAN		CPI-SS014958F32	1.4188928156	1.2377755211
CD47	Q08722	False	CD47_HUMAN		CPI-SS0339AE950	1.4188928156	1.2377755211
PTPRK	Q15262	False	PTPRK_HUMAN		CPI-SS0A9FB762A	0.6045974577	15.2175787105
PTPRK	Q15262	False	PTPRK_HUMAN		CPI-SS0CB863B46	0.6045974577	15.2175787105
SLC1A5	Q15758	False	AAAT_HUMAN		CPI-SS002DF6C31	0.1592105418	0.0128888734
COLEC12	Q5KU26	False	COL12_HUMAN		CPI-SS08877A081	0.5066991063	0.0638688851
HAVCR2	Q8TDQ0	False	HAVR2_HUMAN		CPI-SS0E23CEB91	3.0001029994	0.0
SORL1	Q92673	False	SORL_HUMAN		CPI-SS09C52F54E	0.7023551281	0.6372924464
SORL1	Q92673	False	SORL_HUMAN		CPI-SS083CBFACD	0.7023551281	0.6372924464
SORL1	Q92673	False	SORL_HUMAN		CPI-SS0D3C90DDA	0.7023551281	0.6372924464
MRC2	Q9UBG0	False	MRC2_HUMAN		CPI-SS048346C2B	0.9424385342	0.0
PDGFRA	P16234	False	PGFRA_HUMAN		CPI-SS0FEEB187C	0.0083451835	0.1190963599
PDGFRA	P16234	False	PGFRA_HUMAN		CPI-SS0B70EB09E	0.0083451835	0.1190963599
ADGRV1	Q8WXG9	False	GPR98_HUMAN		CPI-SS0CB4F2FE4	0.0310545504	0.9535921582
PTPRZ1	P23471	False	PTPRZ_HUMAN		CPI-SS027E12A36	0.2373331694	0.1981742519
PTPRZ1	P23471	False	PTPRZ_HUMAN		CPI-SS04E690D72	0.2373331694	0.1981742519
ALK	Q9UM73	False	ALK_HUMAN		CPI-SS012AFC842	0.1648224831	0.1785146755
ALK	Q9UM73	False	ALK_HUMAN		CPI-SS05D7900BF	0.1648224831	0.1785146755
FZD2	Q14332	False	FZD2_HUMAN		CPI-SS0261EA048	0.1231392608	0.0120849572
FZD2	Q14332	False	FZD2_HUMAN		CPI-SS01C2BA5C8	0.1231392608	0.0120849572
EPHA7	Q15375	False	EPHA7_HUMAN		CPI-SS0D4F593F1	0.5588623872	0.1937181548
EPHA7	Q15375	False	EPHA7_HUMAN		CPI-SS01DCC7684	0.5588623872	0.1937181548
EPHA7	Q15375	False	EPHA7_HUMAN		CPI-SS03E450F99	0.5588623872	0.1937181548
EPHA7	Q15375	False	EPHA7_HUMAN		CPI-SS0D5DBB634	0.5588623872	0.1937181548
EPHA7	Q15375	False	EPHA7_HUMAN		CPI-SS028688B7B	0.5588623872	0.1937181548
ANTXR1	Q9H6X2	False	ANTR1_HUMAN		CPI-SS0C56C483F	0.0	0.2011231706
ANTXR1	Q9H6X2	False	ANTR1_HUMAN		CPI-SS0331C5A49	0.0	0.2011231706
FZD3	Q9NPG1	False	FZD3_HUMAN		CPI-SS002673EFE	0.2030067964	0.1346617099
ROR1	Q01973	False	ROR1_HUMAN		CPI-SS073F3FAD5	0.0914669467	0.0410386581
TNFSF10	P50591	False	TNF10_HUMAN		CPI-SS0AD0ED887	0.1537423385	0.0
NCAM1	P13591	False	NCAM1_HUMAN		CPI-SS039799099	0.8851975611	14.4724494565
FGF7	P21781	False	FGF7_HUMAN		CPI-SS07833475A	0.0196892253	0.0260603976
FGF9	P31371	False	FGF9_HUMAN		CPI-SS038E93B77	0.0704288367	0.0394486337
FGF9	P31371	False	FGF9_HUMAN		CPI-SS0907A7598	0.0704288367	0.0394486337
FGF9	P31371	False	FGF9_HUMAN		CPI-SS07A9A501C	0.0704288367	0.0394486337
KL	Q9UEF7	False	KLOT_HUMAN		CPI-SS0BF490275	0.022189185	0.0566957961
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS06A0B20BD	0.7611929055	1.3175935694
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0E63AB61E	0.7611929055	1.3175935694
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0EBFE1854	0.7611929055	1.3175935694
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS05B4EB419	0.7611929055	1.3175935694
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0FC01B947	0.7611929055	1.3175935694
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS087E0E3FB	0.7611929055	1.3175935694
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0D1AE5C79	0.7611929055	1.3175935694
CD83	Q01151	False	CD83_HUMAN		CPI-SS00D9A0644	0.5711928517	0.0185487117
NECTIN1	Q15223	False	PVRL1_HUMAN		CPI-SS02E314589	0.0980740586	0.3781026103
