id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	rank	Astrocytes|Astrocytes	Astrocytes|CA1	Astrocytes|CA2_3	Astrocytes|Cajal	Astrocytes|Choroid	Astrocytes|Dentate_Gyrus	Astrocytes|Fibroblast	Astrocytes|Inhibitory_Neurons	Astrocytes|MFOL	Astrocytes|MOL	Astrocytes|Macrophage	Astrocytes|Microglia	Astrocytes|NFOL	Astrocytes|OPC	Astrocytes|Pericyte	Astrocytes|Unidentified_Neurons	Astrocytes|VLMC	Astrocytes|Vascular	Astrocytes|subiculum	CA1|Astrocytes	CA1|CA1	CA1|CA2_3	CA1|Cajal	CA1|Choroid	CA1|Dentate_Gyrus	CA1|Fibroblast	CA1|Inhibitory_Neurons	CA1|MFOL	CA1|MOL	CA1|Macrophage	CA1|Microglia	CA1|NFOL	CA1|OPC	CA1|Pericyte	CA1|Unidentified_Neurons	CA1|VLMC	CA1|Vascular	CA1|subiculum	CA2_3|Astrocytes	CA2_3|CA1	CA2_3|CA2_3	CA2_3|Cajal	CA2_3|Choroid	CA2_3|Dentate_Gyrus	CA2_3|Fibroblast	CA2_3|Inhibitory_Neurons	CA2_3|MFOL	CA2_3|MOL	CA2_3|Macrophage	CA2_3|Microglia	CA2_3|NFOL	CA2_3|OPC	CA2_3|Pericyte	CA2_3|Unidentified_Neurons	CA2_3|VLMC	CA2_3|Vascular	CA2_3|subiculum	Cajal|Astrocytes	Cajal|CA1	Cajal|CA2_3	Cajal|Cajal	Cajal|Choroid	Cajal|Dentate_Gyrus	Cajal|Fibroblast	Cajal|Inhibitory_Neurons	Cajal|MFOL	Cajal|MOL	Cajal|Macrophage	Cajal|Microglia	Cajal|NFOL	Cajal|OPC	Cajal|Pericyte	Cajal|Unidentified_Neurons	Cajal|VLMC	Cajal|Vascular	Cajal|subiculum	Choroid|Astrocytes	Choroid|CA1	Choroid|CA2_3	Choroid|Cajal	Choroid|Choroid	Choroid|Dentate_Gyrus	Choroid|Fibroblast	Choroid|Inhibitory_Neurons	Choroid|MFOL	Choroid|MOL	Choroid|Macrophage	Choroid|Microglia	Choroid|NFOL	Choroid|OPC	Choroid|Pericyte	Choroid|Unidentified_Neurons	Choroid|VLMC	Choroid|Vascular	Choroid|subiculum	Dentate_Gyrus|Astrocytes	Dentate_Gyrus|CA1	Dentate_Gyrus|CA2_3	Dentate_Gyrus|Cajal	Dentate_Gyrus|Choroid	Dentate_Gyrus|Dentate_Gyrus	Dentate_Gyrus|Fibroblast	Dentate_Gyrus|Inhibitory_Neurons	Dentate_Gyrus|MFOL	Dentate_Gyrus|MOL	Dentate_Gyrus|Macrophage	Dentate_Gyrus|Microglia	Dentate_Gyrus|NFOL	Dentate_Gyrus|OPC	Dentate_Gyrus|Pericyte	Dentate_Gyrus|Unidentified_Neurons	Dentate_Gyrus|VLMC	Dentate_Gyrus|Vascular	Dentate_Gyrus|subiculum	Fibroblast|Astrocytes	Fibroblast|CA1	Fibroblast|CA2_3	Fibroblast|Cajal	Fibroblast|Choroid	Fibroblast|Dentate_Gyrus	Fibroblast|Fibroblast	Fibroblast|Inhibitory_Neurons	Fibroblast|MFOL	Fibroblast|MOL	Fibroblast|Macrophage	Fibroblast|Microglia	Fibroblast|NFOL	Fibroblast|OPC	Fibroblast|Pericyte	Fibroblast|Unidentified_Neurons	Fibroblast|VLMC	Fibroblast|Vascular	Fibroblast|subiculum	Inhibitory_Neurons|Astrocytes	Inhibitory_Neurons|CA1	Inhibitory_Neurons|CA2_3	Inhibitory_Neurons|Cajal	Inhibitory_Neurons|Choroid	Inhibitory_Neurons|Dentate_Gyrus	Inhibitory_Neurons|Fibroblast	Inhibitory_Neurons|Inhibitory_Neurons	Inhibitory_Neurons|MFOL	Inhibitory_Neurons|MOL	Inhibitory_Neurons|Macrophage	Inhibitory_Neurons|Microglia	Inhibitory_Neurons|NFOL	Inhibitory_Neurons|OPC	Inhibitory_Neurons|Pericyte	Inhibitory_Neurons|Unidentified_Neurons	Inhibitory_Neurons|VLMC	Inhibitory_Neurons|Vascular	Inhibitory_Neurons|subiculum	MFOL|Astrocytes	MFOL|CA1	MFOL|CA2_3	MFOL|Cajal	MFOL|Choroid	MFOL|Dentate_Gyrus	MFOL|Fibroblast	MFOL|Inhibitory_Neurons	MFOL|MFOL	MFOL|MOL	MFOL|Macrophage	MFOL|Microglia	MFOL|NFOL	MFOL|OPC	MFOL|Pericyte	MFOL|Unidentified_Neurons	MFOL|VLMC	MFOL|Vascular	MFOL|subiculum	MOL|Astrocytes	MOL|CA1	MOL|CA2_3	MOL|Cajal	MOL|Choroid	MOL|Dentate_Gyrus	MOL|Fibroblast	MOL|Inhibitory_Neurons	MOL|MFOL	MOL|MOL	MOL|Macrophage	MOL|Microglia	MOL|NFOL	MOL|OPC	MOL|Pericyte	MOL|Unidentified_Neurons	MOL|VLMC	MOL|Vascular	MOL|subiculum	Macrophage|Astrocytes	Macrophage|CA1	Macrophage|CA2_3	Macrophage|Cajal	Macrophage|Choroid	Macrophage|Dentate_Gyrus	Macrophage|Fibroblast	Macrophage|Inhibitory_Neurons	Macrophage|MFOL	Macrophage|MOL	Macrophage|Macrophage	Macrophage|Microglia	Macrophage|NFOL	Macrophage|OPC	Macrophage|Pericyte	Macrophage|Unidentified_Neurons	Macrophage|VLMC	Macrophage|Vascular	Macrophage|subiculum	Microglia|Astrocytes	Microglia|CA1	Microglia|CA2_3	Microglia|Cajal	Microglia|Choroid	Microglia|Dentate_Gyrus	Microglia|Fibroblast	Microglia|Inhibitory_Neurons	Microglia|MFOL	Microglia|MOL	Microglia|Macrophage	Microglia|Microglia	Microglia|NFOL	Microglia|OPC	Microglia|Pericyte	Microglia|Unidentified_Neurons	Microglia|VLMC	Microglia|Vascular	Microglia|subiculum	NFOL|Astrocytes	NFOL|CA1	NFOL|CA2_3	NFOL|Cajal	NFOL|Choroid	NFOL|Dentate_Gyrus	NFOL|Fibroblast	NFOL|Inhibitory_Neurons	NFOL|MFOL	NFOL|MOL	NFOL|Macrophage	NFOL|Microglia	NFOL|NFOL	NFOL|OPC	NFOL|Pericyte	NFOL|Unidentified_Neurons	NFOL|VLMC	NFOL|Vascular	NFOL|subiculum	OPC|Astrocytes	OPC|CA1	OPC|CA2_3	OPC|Cajal	OPC|Choroid	OPC|Dentate_Gyrus	OPC|Fibroblast	OPC|Inhibitory_Neurons	OPC|MFOL	OPC|MOL	OPC|Macrophage	OPC|Microglia	OPC|NFOL	OPC|OPC	OPC|Pericyte	OPC|Unidentified_Neurons	OPC|VLMC	OPC|Vascular	OPC|subiculum	Pericyte|Astrocytes	Pericyte|CA1	Pericyte|CA2_3	Pericyte|Cajal	Pericyte|Choroid	Pericyte|Dentate_Gyrus	Pericyte|Fibroblast	Pericyte|Inhibitory_Neurons	Pericyte|MFOL	Pericyte|MOL	Pericyte|Macrophage	Pericyte|Microglia	Pericyte|NFOL	Pericyte|OPC	Pericyte|Pericyte	Pericyte|Unidentified_Neurons	Pericyte|VLMC	Pericyte|Vascular	Pericyte|subiculum	Unidentified_Neurons|Astrocytes	Unidentified_Neurons|CA1	Unidentified_Neurons|CA2_3	Unidentified_Neurons|Cajal	Unidentified_Neurons|Choroid	Unidentified_Neurons|Dentate_Gyrus	Unidentified_Neurons|Fibroblast	Unidentified_Neurons|Inhibitory_Neurons	Unidentified_Neurons|MFOL	Unidentified_Neurons|MOL	Unidentified_Neurons|Macrophage	Unidentified_Neurons|Microglia	Unidentified_Neurons|NFOL	Unidentified_Neurons|OPC	Unidentified_Neurons|Pericyte	Unidentified_Neurons|Unidentified_Neurons	Unidentified_Neurons|VLMC	Unidentified_Neurons|Vascular	Unidentified_Neurons|subiculum	VLMC|Astrocytes	VLMC|CA1	VLMC|CA2_3	VLMC|Cajal	VLMC|Choroid	VLMC|Dentate_Gyrus	VLMC|Fibroblast	VLMC|Inhibitory_Neurons	VLMC|MFOL	VLMC|MOL	VLMC|Macrophage	VLMC|Microglia	VLMC|NFOL	VLMC|OPC	VLMC|Pericyte	VLMC|Unidentified_Neurons	VLMC|VLMC	VLMC|Vascular	VLMC|subiculum	Vascular|Astrocytes	Vascular|CA1	Vascular|CA2_3	Vascular|Cajal	Vascular|Choroid	Vascular|Dentate_Gyrus	Vascular|Fibroblast	Vascular|Inhibitory_Neurons	Vascular|MFOL	Vascular|MOL	Vascular|Macrophage	Vascular|Microglia	Vascular|NFOL	Vascular|OPC	Vascular|Pericyte	Vascular|Unidentified_Neurons	Vascular|VLMC	Vascular|Vascular	Vascular|subiculum	subiculum|Astrocytes	subiculum|CA1	subiculum|CA2_3	subiculum|Cajal	subiculum|Choroid	subiculum|Dentate_Gyrus	subiculum|Fibroblast	subiculum|Inhibitory_Neurons	subiculum|MFOL	subiculum|MOL	subiculum|Macrophage	subiculum|Microglia	subiculum|NFOL	subiculum|OPC	subiculum|Pericyte	subiculum|Unidentified_Neurons	subiculum|VLMC	subiculum|Vascular	subiculum|subiculum
CPI-CS0F6472748	IL36 receptor_IL36A	complex:IL36 receptor	simple:Q9UHA7		ENSG00000136694	True	True	False	curated	False	1.2690000000000001																																																																																																																																																																																																																																																																																																																																																																									
CPI-CS0C59AF029	IL33 receptor_IL33	complex:IL33 receptor	simple:O95760		ENSG00000137033	True	True	False	curated	False	1.2690000000000001																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC00C0800EB	COL4A4_a10b1 complex	simple:P53420	complex:a10b1 complex	ENSG00000081052		True	False	False	curated	True	1.2690000000000001																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0725E3A76	COL13A1_a10b1 complex	simple:Q5TAT6	complex:a10b1 complex	ENSG00000197467		False	False	False	curated	True	1.2690000000000001																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC015980AEB	COL14A1_a10b1 complex	simple:Q05707	complex:a10b1 complex	ENSG00000187955		True	False	False	curated	True	1.2690000000000001																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC05D87F723	COL6A6_a2b1 complex	simple:A6NMZ7	complex:a2b1 complex	ENSG00000206384		True	False	False	curated	True	1.2690000000000001																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0606C6896	COL6A5_a2b1 complex	simple:A8TX70	complex:a2b1 complex	ENSG00000172752		True	False	False	curated	True	1.2690000000000001																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC01EA4FF6B	COL1A1_a2b1 complex	simple:P02452	complex:a2b1 complex	ENSG00000108821		True	False	False	curated	True	1.2690000000000001																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC036D78A43	COL2A1_a2b1 complex	simple:P02458	complex:a2b1 complex	ENSG00000139219		True	False	False	curated	True	1.2690000000000001																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC054484F7B	COL3A1_a2b1 complex	simple:P02461	complex:a2b1 complex	ENSG00000168542		True	False	False	curated	True	1.2690000000000001																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC02392F4AF	COL4A1_a2b1 complex	simple:P02462	complex:a2b1 complex	ENSG00000187498		True	False	False	curated	True	1.2690000000000001																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC01FFC9392	FN1_a2b1 complex	simple:P02751	complex:a2b1 complex	ENSG00000115414		True	False	False	curated	True	1.2690000000000001																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC06525B099	L1CAM_aVb3 complex	simple:P32004	complex:aVb3 complex	ENSG00000198910		False	False	False	curated	True	1.2690000000000001																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0A58E6695	TNC_aVb3 complex	simple:P24821	complex:aVb3 complex	ENSG00000041982		True	False	False	curated	True	1.2690000000000001																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC05CCF815E	COL1A2_a2b1 complex	simple:P08123	complex:a2b1 complex	ENSG00000164692		True	False	False	curated	True	1.2690000000000001																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC07222A428	COL4A2_a2b1 complex	simple:P08572	complex:a2b1 complex	ENSG00000134871		True	False	False	curated	True	1.2690000000000001																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC02E74AFA5	MMP2_aVb3 complex	simple:P08253	complex:aVb3 complex	ENSG00000087245		True	False	False	curated	True	1.2690000000000001																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC05A209BEC	FCER2_aVb3 complex	simple:P06734	complex:aVb3 complex	ENSG00000104921		True	True	False	curated	True	1.2690000000000001																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0E1037D03	VWF_aVb3 complex	simple:P04275	complex:aVb3 complex	ENSG00000110799		True	False	False	curated	True	1.2690000000000001																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC00756BB93	THY1_aVb3 complex	simple:P04216	complex:aVb3 complex	ENSG00000154096		False	False	False	curated	True	1.2690000000000001																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0FBFA176B	COL11A1_a2b1 complex	simple:P12107	complex:a2b1 complex	ENSG00000060718		True	False	False	curated	True	1.2690000000000001																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0CA7B34A5	COL5A2_a2b1 complex	simple:P05997	complex:a2b1 complex	ENSG00000204262		True	False	False	curated	True	1.2690000000000001																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC08D8A859F	COL6A1_a2b1 complex	simple:P12109	complex:a2b1 complex	ENSG00000142156		True	False	False	curated	True	1.2690000000000001																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC08AA91C84	COL17A1_a1b1 complex	simple:Q9UMD9	complex:a1b1 complex	ENSG00000065618		True	False	False	curated	True	1.2690000000000001																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0EFCE145F	OMD_aVb3 complex	simple:Q99983	complex:aVb3 complex	ENSG00000127083		True	False	False	curated	True	1.2690000000000001																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0EA3FC100	COL18A1_a1b1 complex	simple:P39060	complex:a1b1 complex	ENSG00000182871		True	False	False	curated	True	1.2690000000000001																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC01195CB48	TNC_a8b1 complex	simple:P24821	complex:a8b1 complex	ENSG00000041982		True	False	False	curated	True	1.2690000000000001																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0BD4C290F	COL14A1_a1b1 complex	simple:Q05707	complex:a1b1 complex	ENSG00000187955		True	False	False	curated	True	1.2690000000000001																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0C8B4C056	CD40LG_a5b1 complex	simple:P29965	complex:a5b1 complex	ENSG00000102245		True	False	False	curated	True	1.2690000000000001																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC053BBE2B1	COL16A1_a1b1 complex	simple:Q07092	complex:a1b1 complex	ENSG00000084636		True	False	False	curated	True	1.2690000000000001																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC098B43B5A	MADCAM1_a4b7 complex	simple:Q13477	complex:a4b7 complex	ENSG00000099866		False	False	False	curated	True	1.2690000000000001																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC08E97F7CA	VCAM1_a4b7 complex	simple:P19320	complex:a4b7 complex	ENSG00000162692		False	False	False	curated	True	1.2690000000000001																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC095A2C115	PLAUR_aVb3 complex	simple:Q03405	complex:aVb3 complex	ENSG00000011422		True	True	False	curated	True	1.2690000000000001																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0B4D7E0FF	FN1_a4b7 complex	simple:P02751	complex:a4b7 complex	ENSG00000115414		True	False	False	curated	True	1.2690000000000001																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0E9C058EB	PLAUR_a4b1 complex	simple:Q03405	complex:a4b1 complex	ENSG00000011422		True	True	False	curated	True	1.2690000000000001																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0BC542ACC	TNC_a4b1 complex	simple:P24821	complex:a4b1 complex	ENSG00000041982		True	False	False	curated	True	1.2690000000000001																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0FF018913	COL28A1_a1b1 complex	simple:Q2UY09	complex:a1b1 complex	ENSG00000215018		True	False	False	curated	True	1.2690000000000001																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC09938698A	CSPG4_a3b1 complex	simple:Q6UVK1	complex:a3b1 complex	ENSG00000173546		False	False	False	curated	True	1.2690000000000001																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0ED0520DD	LAMA3_a3b1 complex	simple:Q16787	complex:a3b1 complex	ENSG00000053747		True	False	False	curated	True	1.2690000000000001																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC02BFEEC8A	THBS1_a3b1 complex	simple:P07996	complex:a3b1 complex	ENSG00000137801		False	False	False	curated	True	1.2690000000000001																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC04F2478E9	FN1_a3b1 complex	simple:P02751	complex:a3b1 complex	ENSG00000115414		True	False	False	curated	True	1.2690000000000001																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0F590482E	COL9A2_a1b1 complex	simple:Q14055	complex:a1b1 complex	ENSG00000049089		True	False	False	curated	True	1.2690000000000001																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0F8D27FBC	COL15A1_a1b1 complex	simple:P39059	complex:a1b1 complex	ENSG00000204291		True	False	False	curated	True	1.2690000000000001																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0E2D0DC4B	FGF1_aVb3 complex	simple:P05230	complex:aVb3 complex	ENSG00000113578		True	False	False	curated	True	1.2690000000000001																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0814068D9	COL6A2_a2b1 complex	simple:P12110	complex:a2b1 complex	ENSG00000142173		True	False	False	curated	True	1.2690000000000001																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0CCF30377	COL13A1_a2b1 complex	simple:Q5TAT6	complex:a2b1 complex	ENSG00000197467		False	False	False	curated	True	1.2690000000000001																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0CE6F5084	COL27A1_a2b1 complex	simple:Q8IZC6	complex:a2b1 complex	ENSG00000196739		True	False	False	curated	True	1.2690000000000001																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0AD6D8724	COL26A1_a2b1 complex	simple:Q96A83	complex:a2b1 complex	ENSG00000160963		True	False	False	curated	True	1.2690000000000001																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0F300DE24	COL12A1_a2b1 complex	simple:Q99715	complex:a2b1 complex	ENSG00000111799		True	False	False	curated	True	1.2690000000000001																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC00064A9CE	COL20A1_a2b1 complex	simple:Q9P218	complex:a2b1 complex	ENSG00000101203		True	False	False	curated	True	1.2690000000000001																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC06873D10F	COL17A1_a2b1 complex	simple:Q9UMD9	complex:a2b1 complex	ENSG00000065618		True	False	False	curated	True	1.2690000000000001																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0E3784FFB	LAMC1_a2b1 complex	simple:P11047	complex:a2b1 complex	ENSG00000135862		True	False	False	curated	True	1.2690000000000001																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC083EDDA21	COL28A1_a2b1 complex	simple:Q2UY09	complex:a2b1 complex	ENSG00000215018		True	False	False	curated	True	1.2690000000000001																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0D9B795CC	CDH1_a2b1 complex	simple:P12830	complex:a2b1 complex	ENSG00000039068		False	False	False	curated	True	1.2690000000000001																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0BAB29E69	F2_a2Bb3 complex	simple:P00734	complex:a2Bb3 complex	ENSG00000180210		True	False	False	curated	True	1.2690000000000001																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC04FDBA606	PLG_a2Bb3 complex	simple:P00747	complex:a2Bb3 complex	ENSG00000122194		True	False	False	curated	True	1.2690000000000001																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC08067D831	VTN_a2Bb3 complex	simple:P04004	complex:a2Bb3 complex	ENSG00000109072		True	False	False	curated	True	1.2690000000000001																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0200AC9E3	THBS1_a2Bb3 complex	simple:P07996	complex:a2Bb3 complex	ENSG00000137801		False	False	False	curated	True	1.2690000000000001																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0974B60B7	CD40LG_a2Bb3 complex	simple:P29965	complex:a2Bb3 complex	ENSG00000102245		True	False	False	curated	True	1.2690000000000001																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC090855C8E	FN1_aVb3 complex	simple:P02751	complex:aVb3 complex	ENSG00000115414		True	False	False	curated	True	1.2690000000000001																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0B9199C7F	LAMC1_aVb3 complex	simple:P11047	complex:aVb3 complex	ENSG00000135862		True	False	False	curated	True	1.2690000000000001																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC08B6B74FB	FN1_a2Bb3 complex	simple:P02751	complex:a2Bb3 complex	ENSG00000115414		True	False	False	curated	True	1.2690000000000001																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0988E0218	SPP1_aVb3 complex	simple:P10451	complex:aVb3 complex	ENSG00000118785		True	False	False	curated	True	1.2690000000000001																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0ADD7BEF0	COL19A1_a2b1 complex	simple:Q14993	complex:a2b1 complex	ENSG00000082293		True	False	False	curated	True	1.2690000000000001																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC061137A41	COL4A6_a2b1 complex	simple:Q14031	complex:a2b1 complex	ENSG00000197565		True	False	False	curated	True	1.2690000000000001																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0D870AE49	COL6A3_a2b1 complex	simple:P12111	complex:a2b1 complex	ENSG00000163359		True	False	False	curated	True	1.2690000000000001																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC044E3F9B6	FGF2_aVb3 complex	simple:P09038	complex:aVb3 complex	ENSG00000138685		True	False	False	curated	True	1.2690000000000001																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0E4E54E13	COL11A2_a2b1 complex	simple:P13942	complex:a2b1 complex	ENSG00000230930		True	False	False	curated	True	1.2690000000000001																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC08F797F90	COL9A1_a2b1 complex	simple:P20849	complex:a2b1 complex	ENSG00000112280		True	False	False	curated	True	1.2690000000000001																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC035134F18	COL5A1_a2b1 complex	simple:P20908	complex:a2b1 complex	ENSG00000130635		True	False	False	curated	True	1.2690000000000001																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC04B354AE3	COL8A2_a2b1 complex	simple:P25067	complex:a2b1 complex	ENSG00000171812		True	False	False	curated	True	1.2690000000000001																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0FC645961	COL5A3_a2b1 complex	simple:P25940	complex:a2b1 complex	ENSG00000080573		True	False	False	curated	True	1.2690000000000001																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC08226CD3B	COL9A2_a2b1 complex	simple:Q14055	complex:a2b1 complex	ENSG00000049089		True	False	False	curated	True	1.2690000000000001																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC058845C44	COL8A1_a2b1 complex	simple:P27658	complex:a2b1 complex	ENSG00000144810		True	False	False	curated	True	1.2690000000000001																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC039D075C6	COL15A1_a2b1 complex	simple:P39059	complex:a2b1 complex	ENSG00000204291		True	False	False	curated	True	1.2690000000000001																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC04B0064C4	COL18A1_a2b1 complex	simple:P39060	complex:a2b1 complex	ENSG00000182871		True	False	False	curated	True	1.2690000000000001																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC03DD752AB	COL4A4_a2b1 complex	simple:P53420	complex:a2b1 complex	ENSG00000081052		True	False	False	curated	True	1.2690000000000001																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC052A417CB	COL4A3_a2b1 complex	simple:Q01955	complex:a2b1 complex	ENSG00000169031		True	False	False	curated	True	1.2690000000000001																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0E0C50FCA	COL14A1_a2b1 complex	simple:Q05707	complex:a2b1 complex	ENSG00000187955		True	False	False	curated	True	1.2690000000000001																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0755598EE	THBS1_aVb3 complex	simple:P07996	complex:aVb3 complex	ENSG00000137801		False	False	False	curated	True	1.2690000000000001																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC01E9FAC20	COL16A1_a2b1 complex	simple:Q07092	complex:a2b1 complex	ENSG00000084636		True	False	False	curated	True	1.2690000000000001																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC09C0B5D08	COL4A5_a2b1 complex	simple:P29400	complex:a2b1 complex	ENSG00000188153		True	False	False	curated	True	1.2690000000000001																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC056BF6CBB	TNC_a9b1 complex	simple:P24821	complex:a9b1 complex	ENSG00000041982		True	False	False	curated	True	1.2690000000000001																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC04AED00CE	TNC_aVb6 complex	simple:P24821	complex:aVb6 complex	ENSG00000041982		True	False	False	curated	True	1.2690000000000001																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0E60FEE99	TGFB1_aVb6 complex	simple:P01137	complex:aVb6 complex	ENSG00000105329		True	False	False	curated	True	1.2690000000000001																																																																																																																																																																																																																																																																																																																																																																									
CPI-CS027F8BD7E	BMR1B_AVR2B_GDF6	complex:BMR1B_AVR2B	simple:Q6KF10		ENSG00000156466	True	True	False	curated	False	1.2690000000000001																																																																																																																																																																																																																																																																																																																																																																									
CPI-CS0D9226707	BMR1B_AVR2A_GDF6	complex:BMR1B_AVR2A	simple:Q6KF10		ENSG00000156466	True	True	False	curated	False	1.2690000000000001																																																																																																																																																																																																																																																																																																																																																																									
CPI-CS0546460D1	BMR1A_AVR2B_GDF6	complex:BMR1A_AVR2B	simple:Q6KF10		ENSG00000156466	True	True	False	curated	False	1.2690000000000001																																																																																																																																																																																																																																																																																																																																																																									
CPI-CS04C402DFB	BMR1A_ACR2A_GDF6	complex:BMR1A_ACR2A	simple:Q6KF10		ENSG00000156466	True	True	False	curated	False	1.2690000000000001																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0ECFACED2	COL6A3_a11b1 complex	simple:P12111	complex:a11b1 complex	ENSG00000163359		True	False	False	curated	True	1.2690000000000001																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0CA323AE3	COL11A2_a11b1 complex	simple:P13942	complex:a11b1 complex	ENSG00000230930		True	False	False	curated	True	1.2690000000000001																																																																																																																																																																																																																																																																																																																																																																									
